id,level,topic,title,word_count,sentence_count,avg_sentence_words,mean_zipf_frequency,low_frequency_pct,very_low_frequency_pct,long_word_pct,probable_proper_noun_types,lexical_flags,syntax_flag,status
s022,8,Everyday life,Neighbor Who Kept Score,391,11,35.55,5.411,15.26,2.11,27.37,2,,no,within-guardrails
s023,8,History,Committee That Erased Itself,372,10,37.2,5.275,15.32,1.88,42.2,0,long-words,no,vocabulary-review
s024,8,Science,The Memory That Isn't Where You Think It Is,390,12,32.5,5.189,16.67,3.08,39.49,0,,no,within-guardrails
s025,5,Fantasy/stories,Baker Who Whispered to Bread,260,20,13.0,5.782,8.23,0.41,8.64,4,,no,within-guardrails
s026,5,Fantasy/stories,Door That Only Opened at Noon,242,16,15.12,5.737,6.69,0.84,5.44,1,,no,within-guardrails
s027,6,Fantasy/stories,The Tailor's Invisible Thread,242,14,17.29,5.621,11.44,2.54,13.56,1,,no,within-guardrails
s028,6,Fantasy/stories,River That Remembered Names,231,10,23.1,5.581,12.17,1.3,17.83,1,,no,within-guardrails
s029,7,Fantasy/stories,Clockmaker's Second Apprentice,271,9,30.11,5.473,12.26,1.92,25.67,2,,no,within-guardrails
s030,7,Fantasy/stories,The Garden Grown From Borrowed Time,275,11,25.0,5.489,8.58,1.49,25.37,2,,no,within-guardrails
s031,8,Fantasy/stories,Cartographer Who Sold Directions,301,8,37.62,5.236,12.16,1.69,33.45,2,,no,within-guardrails
s032,8,Fantasy/stories,Innkeeper's Ledger of Debts,296,8,37.0,5.176,18.21,3.44,35.4,2,,no,within-guardrails
s033,5,Nature and animals,The Crow Who Remembered Faces,234,13,18.0,5.603,11.11,0.85,16.24,0,,no,within-guardrails
s034,5,Nature and animals,Why Some Trees Talk Underground,216,9,24.0,5.541,3.7,0.0,21.76,0,,no,within-guardrails
s035,6,Nature and animals,Fish That Climbs Waterfalls,257,11,23.36,5.405,12.94,1.96,20.39,2,,no,within-guardrails
s036,6,Nature and animals,The Bees That Vote With Their Bodies,265,9,29.44,5.363,13.21,1.51,29.81,0,,no,within-guardrails
s037,7,Nature and animals,Elephant's Long Memory for Grief,298,8,37.25,5.18,16.11,2.35,39.6,0,long-words,yes,vocabulary-review
s038,7,Nature and animals,Bird That Fakes a Broken Wing,303,9,33.67,5.153,18.48,2.64,37.29,0,low-frequency|long-words,no,priority-review
s039,8,Nature and animals,The Fungus That Controls an Ant's Mind,328,7,46.86,5.0,26.52,3.66,38.11,0,low-frequency,yes,vocabulary-review
s040,8,Nature and animals,Whale Song That Changed Overnight,332,7,47.43,5.143,16.06,2.42,38.79,1,,yes,syntax-review
s041,5,World affairs,Town That Shared One Library Book,240,12,20.0,5.789,3.78,0.0,11.76,1,,no,within-guardrails
s042,8,World affairs,A School With No Walls,229,10,22.9,5.459,7.08,0.88,24.78,2,,no,within-guardrails
s043,8,World affairs,Island Nation Selling Its Weather,256,8,32.0,5.228,12.5,1.17,41.41,0,,no,within-guardrails
s044,8,World affairs,City That Rented Out Its Rooftops,268,8,33.5,5.17,11.94,0.0,39.18,0,,no,within-guardrails
s045,8,World affairs,The Border That Moves Every Spring,320,7,45.71,5.089,19.06,2.81,43.75,0,long-words,yes,vocabulary-review
s046,7,World affairs,Country Without an Official Language,292,8,36.5,5.176,15.07,2.74,48.29,0,long-words,yes,vocabulary-review
s047,8,World affairs,Treaty No One Remembers Signing,333,7,47.57,5.164,15.32,1.8,38.74,0,,yes,syntax-review
s048,8,World affairs,The River Two Countries Refuse to Stop Sharing,318,7,45.43,5.055,14.15,1.26,45.28,0,long-words,yes,vocabulary-review
s049,5,Everyday life,Umbrella That Belonged to Everyone,217,11,19.73,5.735,8.37,0.47,14.88,2,,no,within-guardrails
s050,5,Everyday life,Learning to Ride a Bike at Forty,239,13,18.38,5.667,8.94,0.43,13.19,2,,no,within-guardrails
s051,6,Everyday life,The Neighbor's Garden Wall,236,11,21.45,5.612,8.26,1.3,16.96,2,,no,within-guardrails
s052,6,Everyday life,Waiting for the Repairman,238,8,29.75,5.51,11.11,0.85,23.5,2,,no,within-guardrails
s053,7,Everyday life,Silence After the Renovation,328,7,46.86,5.304,15.69,2.77,32.92,1,,yes,syntax-review
s054,7,Everyday life,The Habit of Sunday Phone Calls,350,7,50.0,5.467,7.29,1.46,25.07,2,,yes,syntax-review
s055,8,Everyday life,Inheritance of an Empty House,376,7,53.71,5.344,11.35,2.97,32.16,2,,yes,syntax-review
s056,8,Everyday life,Ritual of the Late Train,400,7,57.14,5.563,8.33,1.01,23.74,1,,yes,syntax-review
s057,5,History,The Boy Who Rang the Wrong Bell,240,9,26.67,5.616,10.59,0.42,15.68,1,,no,within-guardrails
s058,8,History,Map Made of Sticks,235,9,26.11,5.271,11.64,2.16,25.43,2,,no,within-guardrails
s059,8,History,Winter the River Became a Road,284,6,47.33,5.163,12.32,1.06,31.34,0,,yes,syntax-review
s060,8,History,The Queen Who Never Left Her Room,285,7,40.71,5.353,7.75,0.0,34.86,1,,no,within-guardrails
s061,7,History,Clerk Who Saved a City's Records,343,8,42.88,5.254,12.13,1.48,36.98,1,long-words,yes,vocabulary-review
s062,8,History,Expedition That Got the Math Wrong,337,7,48.14,5.203,18.99,2.37,43.32,0,long-words,yes,vocabulary-review
s063,8,History,The Diplomat Who Negotiated in Silence,362,7,51.71,5.084,19.61,2.76,50.0,0,long-words,yes,vocabulary-review
s064,8,History,Census That Counted the Wrong Century,339,7,48.43,5.145,17.11,2.95,45.72,0,long-words,yes,vocabulary-review
s065,8,Science,Why Onions Make You Cry,249,9,27.67,5.559,11.24,0.4,16.06,0,,no,within-guardrails
s066,8,Science,How Spiders Build Without a Plan,263,7,37.57,5.482,9.51,0.76,17.49,0,,no,within-guardrails
s067,6,Science,Ice That Doesn't Melt Evenly,266,7,38.0,5.25,18.42,2.26,22.56,0,low-frequency,yes,vocabulary-review
s068,6,Science,Why Some Metals Remember Their Shape,267,8,33.38,5.28,14.98,2.62,30.71,0,long-words,yes,vocabulary-review
s069,7,Science,The Bacteria That Eat Plastic,342,7,48.86,5.169,13.45,1.17,41.23,0,long-words,yes,vocabulary-review
s070,8,Science,Question of Whether Plants Feel Pain,350,7,50.0,5.08,15.71,2.0,44.29,0,long-words,yes,vocabulary-review
s071,8,Science,Particle That Barely Exists,382,8,47.75,5.076,19.37,5.5,45.81,0,very-low-frequency|long-words,yes,priority-review
s072,8,Science,The Clock That Runs Slower on a Mountain,395,8,49.38,5.034,22.37,4.37,41.39,2,low-frequency,yes,vocabulary-review
s073,5,Famous books,Scrooge Sees His Past,213,18,11.83,5.964,0.0,0.0,5.53,5,,no,within-guardrails
s074,5,Famous books,Scrooge Meets the Second Spirit,201,17,11.82,5.813,3.41,0.0,11.36,8,,no,within-guardrails
s075,6,Famous books,Elizabeth Meets Mr Darcy,194,20,9.7,5.757,5.62,0.0,15.17,4,,no,within-guardrails
s076,6,Famous books,Darcy's First Proposal,203,21,9.67,5.81,3.66,0.0,15.71,4,,no,within-guardrails
s077,7,Famous books,Pip Meets the Convict,195,17,11.47,5.845,3.21,0.0,13.37,3,,no,within-guardrails
s078,7,Famous books,Pip Visits Miss Havisham,191,16,11.94,5.732,4.62,0.0,10.4,6,,no,within-guardrails
s079,8,Famous books,A Tale of Two Cities Begins,200,15,13.33,5.704,6.08,0.55,16.02,10,,no,within-guardrails
s080,8,Famous books,Doctor Manette Returns to Life,201,17,11.82,5.763,5.32,0.53,16.49,7,,no,within-guardrails
s081,5,Fantasy/stories,The Lantern That Only Lights for Honest People,251,15,16.73,5.719,9.56,1.59,15.54,0,,no,within-guardrails
s082,6,Fantasy/stories,Weaver Who Sold Dreams by the Yard,261,9,29.0,5.391,12.74,3.47,22.39,1,very-low-frequency,no,vocabulary-review
s083,7,Fantasy/stories,Apprentice Who Inherited a Debt of Silence,305,7,43.57,5.387,12.5,2.08,28.82,4,,yes,syntax-review
s084,8,Fantasy/stories,The Bridge That Charges a Different Toll to Everyone,344,7,49.14,5.234,14.91,1.17,38.3,2,,yes,syntax-review
s085,5,Nature and animals,Octopus That Changes Color to Match Its Mood,258,8,32.25,5.261,12.4,3.1,28.68,0,very-low-frequency|long-words,yes,priority-review
s086,6,Nature and animals,Ants That Build Living Bridges,282,7,40.29,5.432,10.99,0.71,23.4,0,,yes,syntax-review
s087,8,Nature and animals,The Bat That Navigates by Borrowed Echoes,300,8,37.5,5.08,20.0,6.0,37.67,0,very-low-frequency,no,vocabulary-review
s088,8,Nature and animals,Coral That Predicts the Weather,351,8,43.88,5.018,19.37,2.85,40.17,0,,yes,syntax-review
s089,6,World affairs,Village That Grows Its Own Electricity,257,7,36.71,5.355,12.06,1.95,30.35,0,long-words,yes,vocabulary-review
s090,6,World affairs,The City That Banned Cars for a Day,277,7,39.57,5.302,9.82,0.36,37.45,2,long-words,yes,vocabulary-review
s091,7,World affairs,Nation That Measures Progress by Happiness,301,8,37.62,5.121,14.95,1.66,49.83,0,long-words,yes,vocabulary-review
s092,8,World affairs,Two Cities Sharing One Airport,349,7,49.86,5.16,9.74,1.43,44.13,0,long-words,yes,vocabulary-review
s093,5,Everyday life,The Recipe Card With No Measurements,239,11,21.73,5.519,8.62,0.0,16.38,2,,no,within-guardrails
s094,6,Everyday life,Commute That Became a Friendship,304,8,38.0,5.392,11.74,0.34,28.19,3,,yes,syntax-review
s095,7,Everyday life,Year Without a Microwave,326,7,46.57,5.298,12.69,2.48,32.51,2,,yes,syntax-review
s096,8,Everyday life,The Father's Silence and the Son's Questions,328,7,46.86,5.211,12.46,2.49,35.51,2,,yes,syntax-review
s097,5,History,Drummer Who Warned a Village,272,9,30.22,5.503,9.4,1.5,21.43,2,,yes,syntax-review
s098,7,History,Coin With Two Different Faces,295,6,49.17,5.265,12.54,2.71,37.29,0,long-words,yes,vocabulary-review
s099,7,History,The Interpreter Who Refused to Translate,327,8,40.88,5.197,16.46,3.42,42.86,2,long-words,yes,vocabulary-review
s100,8,History,Governor Who Ruled by Letter Only,359,8,44.88,5.134,16.99,2.51,49.03,0,long-words,yes,vocabulary-review
s101,5,Science,Why Cats Always Land on Their Feet,250,6,41.67,5.512,10.4,1.6,20.0,0,,yes,syntax-review
s102,6,Science,The Salt That Preserves Without Cold,281,7,40.14,5.284,9.96,2.49,31.32,0,long-words,yes,vocabulary-review
s103,7,Science,Fungus That Glows in the Dark,318,7,45.43,4.975,19.81,3.14,42.14,0,low-frequency|long-words,yes,priority-review
s104,8,Science,Star That Refuses to Die Quietly,352,7,50.29,5.16,16.48,1.42,42.61,0,long-words,yes,vocabulary-review
s105,5,Famous books,Scrooge Wakes on Christmas Morning,213,19,11.21,5.953,3.06,0.0,11.22,6,,no,within-guardrails
s106,6,Famous books,The Crisis Caused by Lydia,199,17,11.71,5.851,5.62,0.56,14.04,9,,no,within-guardrails
s107,7,Famous books,Pip Learns Who Helped Him,208,19,10.95,5.814,7.25,0.52,15.54,7,,no,within-guardrails
s108,8,Famous books,Carton and Darnay Look Alike,201,19,10.58,5.728,7.57,0.0,17.84,7,,no,within-guardrails
s109,9,Fantasy/stories,Cartomancer's Final Reading,480,10,48.0,5.395,13.5,3.38,26.79,2,,yes,syntax-review
s110,9,Fantasy/stories,Puppeteer Who Lost the Strings,455,8,56.88,5.194,20.67,3.82,36.18,2,,yes,syntax-review
s111,10,Fantasy/stories,The Alchemist's Unfinished Equation,543,9,60.33,5.041,19.74,4.51,43.98,4,,yes,syntax-review
s112,10,Fantasy/stories,Keeper of Names No One Speaks,527,9,58.56,5.155,18.01,3.45,38.12,3,,yes,syntax-review
s113,9,Nature and animals,Migratory Instinct That Skipped a Generation,438,9,48.67,4.985,22.76,5.29,48.28,3,low-frequency|long-words,yes,priority-review
s114,9,Nature and animals,The Symbiosis No One Predicted,434,8,54.25,5.147,18.43,2.53,43.78,0,,yes,syntax-review
s115,10,Nature and animals,Ecosystem Hidden Beneath the Ice,487,8,60.88,5.001,16.32,3.56,47.28,5,,yes,syntax-review
s116,10,Nature and animals,Species That Domesticated Itself,491,13,37.77,5.05,22.2,4.07,43.38,0,,no,within-guardrails
s117,9,World affairs,The Currency Backed by Trust Alone,462,8,57.75,5.151,13.85,0.65,45.45,0,,yes,syntax-review
s118,9,World affairs,Parliament That Meets Underwater,510,9,56.67,5.067,13.92,1.57,43.14,0,,yes,syntax-review
s119,10,World affairs,Diplomatic Immunity That Outlived Its Purpose,530,8,66.25,5.063,13.96,1.51,49.06,0,,yes,syntax-review
s120,10,World affairs,The Federation That Never Formally Existed,465,11,42.27,5.087,14.62,1.29,50.75,0,,no,within-guardrails
s121,9,Everyday life,Grief That Arrived Years Late,515,8,64.38,5.306,10.04,1.77,34.06,2,,yes,syntax-review
s122,9,Everyday life,Language Two Siblings Invented,450,8,56.25,5.177,14.64,2.93,42.57,3,,yes,syntax-review
s123,10,Everyday life,The Inheritance of an Unfinished Argument,558,8,69.75,5.314,12.48,1.1,36.15,2,,yes,syntax-review
s124,10,Everyday life,Correspondence That Outlasted the Marriage,557,8,69.62,5.305,14.52,2.9,35.03,1,,yes,syntax-review
s125,9,History,Cartographer Who Erased a Kingdom,530,9,58.89,5.085,17.62,3.64,46.55,2,long-words,yes,vocabulary-review
s126,9,History,The Famine That Rewrote a Legal Code,528,10,52.8,4.982,17.05,3.22,41.48,0,,yes,syntax-review
s127,10,History,Empire That Governed by Rumor,563,8,70.38,5.008,18.47,3.55,50.44,0,,yes,syntax-review
s128,10,History,Scribe Who Forged His Own Death,577,12,48.08,5.231,10.92,1.58,43.49,2,,no,within-guardrails
s129,9,Science,The Enzyme That Rewired a Food Chain,495,8,61.88,4.972,21.01,3.84,38.79,0,,yes,syntax-review
s130,9,Science,Memory That Exists Outside the Brain,478,12,39.83,4.955,19.67,2.93,44.35,0,,no,within-guardrails
s131,10,Science,Symmetry That Physics Cannot Explain,595,10,59.5,5.049,17.06,4.9,47.13,1,,yes,syntax-review
s132,10,Science,The Organism That Predates Death Itself,527,12,43.92,5.075,15.18,2.85,44.4,0,,no,within-guardrails
s133,9,Famous books,Elizabeth Reconsiders Mr Darcy,220,16,13.75,5.641,8.29,0.49,20.49,8,,no,within-guardrails
s134,9,Famous books,The Creature Argues for Justice,215,18,11.94,5.577,9.13,0.96,22.6,4,,no,within-guardrails
s135,10,Famous books,Gulliver's Travels as Political Satire,242,16,15.12,5.486,15.45,2.15,24.46,7,,no,within-guardrails
s136,10,Famous books,Frankenstein and the Creator's Responsibility,257,19,13.53,5.647,7.14,0.79,24.21,2,,no,within-guardrails
s137,5,Fantasy/stories,Chair That Remembers Who Sat In It,280,14,20.0,5.714,7.14,0.0,14.29,0,,no,within-guardrails
s138,6,Fantasy/stories,The Miller Who Ground Silence Into Flour,278,7,39.71,5.361,12.73,1.12,19.85,4,,yes,syntax-review
s139,7,Fantasy/stories,Locksmith Who Sold Second Chances,366,9,40.67,5.44,5.59,1.4,27.37,2,,yes,syntax-review
s140,8,Fantasy/stories,Shepherd Who Herded Forgotten Wishes,442,13,34.0,5.281,15.01,2.54,30.02,2,,no,within-guardrails
s141,9,Fantasy/stories,The Glassblower Who Trapped a Single Regret,427,7,61.0,5.277,16.63,2.38,33.97,1,,yes,syntax-review
s142,10,Fantasy/stories,Astronomer Who Charted a Sky That Wasn't There,441,7,63.0,4.95,24.59,3.71,47.1,3,,yes,syntax-review
s143,5,Nature and animals,Squirrel That Plants a Forest by Accident,294,8,36.75,5.453,10.88,2.04,19.39,0,,yes,syntax-review
s144,6,Nature and animals,The Frog That Freezes Solid and Survives,326,6,54.33,5.265,13.5,3.37,30.06,0,very-low-frequency|long-words,yes,priority-review
s145,7,Nature and animals,Spider That Fishes With Silk Lines,351,9,39.0,5.103,17.09,3.99,29.91,0,,yes,syntax-review
s146,8,Nature and animals,Tree That Poisons Its Rivals Slowly,410,8,51.25,5.009,13.41,3.66,38.78,0,,yes,syntax-review
s147,9,Nature and animals,The Fish That Changes Sex to Save the Group,407,9,45.22,5.299,14.25,1.72,35.38,0,,no,within-guardrails
s148,10,Nature and animals,Genome That Contains an Ancient Virus's Instructions,479,8,59.88,5.041,19.21,2.71,40.71,0,,yes,syntax-review
s149,5,World affairs,Town That Pays Its Bus Fares in Books,296,7,42.29,5.503,8.45,1.01,25.34,0,long-words,yes,vocabulary-review
s150,8,World affairs,The Country That Sends Its Trash to Make Electricity,363,8,45.38,5.258,9.92,1.38,38.29,0,,yes,syntax-review
s151,7,World affairs,City That Elected a Committee of Children,368,7,52.57,5.142,10.87,0.82,44.84,0,long-words,yes,vocabulary-review
s152,8,World affairs,Nation That Rents Its Army to the United Nations,437,8,54.62,5.085,18.08,1.41,50.0,2,long-words,yes,vocabulary-review
s153,9,World affairs,The Region That Prints Its Own Local Currency Alongside the National One,440,11,40.0,5.288,8.64,0.45,41.14,0,,no,within-guardrails
s154,10,World affairs,Court That Has No Country to Enforce Its Rulings,513,9,57.0,5.185,10.14,0.58,43.86,0,,yes,syntax-review
s155,5,Everyday life,Jar of Coins Saved for Nothing in Particular,278,10,27.8,5.623,8.39,0.73,16.06,2,,yes,syntax-review
s156,6,Everyday life,The Neighbor Who Waters Plants While You're Away,315,7,45.0,5.472,9.77,0.98,22.15,2,,yes,syntax-review
s157,7,Everyday life,Apartment That Echoes Differently at Night,423,8,52.88,5.34,16.55,1.2,30.7,2,,yes,syntax-review
s158,8,Everyday life,Promise Kept Long After It Was Forgotten,425,8,53.12,5.395,11.54,1.44,30.53,1,,yes,syntax-review
s159,9,Everyday life,The Silence That Followed a Retirement,477,8,59.62,5.342,8.49,1.27,32.91,1,,yes,syntax-review
s160,10,Everyday life,House That Two Siblings Could Not Agree to Sell,454,7,64.86,5.26,12.16,1.13,39.19,4,,yes,syntax-review
s161,6,History,Well That Never Ran Dry,343,8,42.88,5.398,9.62,2.33,30.03,0,long-words,yes,vocabulary-review
s162,8,History,The Merchant Who Paid His Taxes in Salt,359,9,39.89,5.06,14.04,3.65,44.66,2,long-words,no,vocabulary-review
s163,7,History,Bridge Built to Be Destroyed,397,9,44.11,5.163,12.72,2.04,41.48,2,long-words,yes,vocabulary-review
s164,8,History,Treaty Signed by Two Men Who Never Met,394,9,43.78,5.12,19.29,1.78,43.91,0,long-words,yes,vocabulary-review
s165,9,History,The Regent Who Ruled for a Single Afternoon,421,10,42.1,5.139,17.66,2.39,40.81,1,,no,within-guardrails
s166,10,History,Archive That Survived by Being Ignored,493,10,49.3,5.095,11.76,1.62,52.54,0,long-words,no,vocabulary-review
s167,5,Science,Why Bananas Turn Brown So Quickly,309,7,44.14,5.352,12.94,6.15,16.83,0,very-low-frequency,yes,vocabulary-review
s168,6,Science,How Bread Mold Grows Even in the Fridge,338,8,42.25,5.19,15.73,0.89,28.49,1,low-frequency,yes,vocabulary-review
s169,7,Science,Reason Metal Feels Colder Than Wood,374,9,41.56,5.259,13.37,1.6,33.42,0,,yes,syntax-review
s170,8,Science,Gas That Makes Deep Divers Talk Strangely,410,10,41.0,4.978,21.95,1.95,39.02,0,low-frequency,no,vocabulary-review
s171,9,Science,The Protein That Folds a Trillion Ways,449,7,64.14,5.102,15.18,1.79,39.96,1,,yes,syntax-review
s172,10,Science,Vacuum That Isn't Actually Empty,458,8,57.25,4.967,14.95,3.52,43.74,2,,yes,syntax-review
s173,5,Famous books,The Mutiny Begins,209,22,9.5,5.874,4.26,0.0,8.51,10,,no,within-guardrails
s174,6,Famous books,Victor Brings the Creature to Life,202,18,11.22,5.884,4.1,0.0,18.97,2,,no,within-guardrails
s175,7,Famous books,The Bishop and the Candlesticks,205,18,11.39,5.753,4.55,1.01,10.61,2,,no,within-guardrails
s176,8,Famous books,Sydney Carton's Final Choice,199,18,11.06,5.775,6.56,1.64,13.66,7,,no,within-guardrails
s177,9,Famous books,Valjean Faces an Impossible Choice,228,16,14.25,5.747,6.33,0.0,15.38,2,,no,within-guardrails
s178,10,Famous books,"Moby-Dick: Fate, Freedom, and Obsession",253,21,12.05,5.563,10.88,1.67,20.08,4,,no,within-guardrails
s179,5,Fantasy/stories,Baker's Daughter Who Could Taste Lies,314,13,24.15,5.724,5.86,0.0,13.03,2,,no,within-guardrails
s180,5,Fantasy/stories,The Scarecrow That Learned to Whistle,300,11,27.27,5.51,13.61,2.38,15.99,2,low-frequency,yes,vocabulary-review
s181,6,Fantasy/stories,Cobbler Who Mended Broken Promises,350,13,26.92,5.521,7.6,1.75,21.93,3,,no,within-guardrails
s182,6,Fantasy/stories,Ferryman Who Only Crossed at Midnight,331,9,36.78,5.324,11.69,3.08,33.85,2,very-low-frequency|long-words,yes,priority-review
s183,7,Fantasy/stories,The Beekeeper Who Traded Honey for Memories,343,7,49.0,5.471,8.93,1.49,24.7,2,,yes,syntax-review
s184,7,Fantasy/stories,Mapmaker's Daughter Who Drew What Wasn't There Yet,340,10,34.0,5.417,9.34,1.81,27.71,2,,no,within-guardrails
s185,8,Fantasy/stories,Potter Who Shaped Silence Into Bowls,393,7,56.14,5.383,8.03,1.3,25.65,2,,yes,syntax-review
s186,8,Fantasy/stories,The Watchmaker Who Sold Borrowed Mornings,428,8,53.5,5.347,9.93,1.65,31.91,2,,yes,syntax-review
s187,5,Nature and animals,Why Woodpeckers Don't Get Headaches,280,8,35.0,5.22,13.21,4.29,25.0,0,low-frequency|very-low-frequency|long-words,yes,priority-review
s188,5,Nature and animals,Owl That Hunts by Sound Alone,299,10,29.9,5.355,13.38,2.34,21.07,0,low-frequency,yes,vocabulary-review
s189,6,Nature and animals,The Turtle That Breathes Through Its Skin,298,8,37.25,5.422,11.07,0.67,22.15,0,,yes,syntax-review
s190,6,Nature and animals,Plant That Traps Insects for Dinner,313,7,44.71,5.206,17.36,3.86,25.08,1,low-frequency|very-low-frequency,yes,priority-review
s191,7,Nature and animals,Bird That Builds a Different Nest Every Year to Test Mates,347,8,43.38,5.035,18.73,4.03,35.45,0,low-frequency|very-low-frequency,yes,priority-review
s192,7,Nature and animals,The Shrimp That Sees Colors Humans Cannot,348,8,43.5,5.108,16.95,1.72,28.74,0,,yes,syntax-review
s193,8,Nature and animals,Tardigrade That Survives the Vacuum of Space,372,6,62.0,5.136,12.4,4.31,42.86,1,long-words,yes,vocabulary-review
s194,8,Nature and animals,Fungus That Turns a Forest Into One Organism,398,7,56.86,5.126,15.83,2.76,39.45,0,,yes,syntax-review
s195,5,World affairs,The Town Where Everyone Owns a Piece of the Bakery,325,7,46.43,5.522,6.46,0.0,27.38,0,long-words,yes,vocabulary-review
s196,6,World affairs,School Bus That Doubles as a Mobile Library,341,9,37.89,5.4,6.16,1.76,26.69,0,,yes,syntax-review
s197,6,World affairs,City That Turned Its Empty Lots Into Gardens,357,9,39.67,5.199,7.84,0.28,41.18,0,long-words,yes,vocabulary-review
s198,7,World affairs,The Country That Requires Every Law to Expire,413,7,59.0,5.12,16.46,2.18,38.26,0,long-words,yes,vocabulary-review
s199,7,World affairs,Village That Votes by Placing Stones in Jars,399,8,49.88,5.143,14.29,0.25,40.35,0,long-words,yes,vocabulary-review
s200,8,World affairs,Nation That Shares Its Border Guards With a Neighbor,427,7,61.0,5.152,7.96,0.47,41.69,0,,yes,syntax-review
s201,8,World affairs,The City-State That Outsources Its Own Foreign Policy,499,9,55.44,5.262,10.02,0.8,43.49,0,long-words,yes,vocabulary-review
s202,8,World affairs,Country Whose Constitution Fits on a Single Page,462,8,57.75,5.092,16.45,2.81,45.67,0,long-words,yes,vocabulary-review
s203,5,Everyday life,Sweater That Outlived Three Winters,295,8,36.88,5.379,13.15,2.08,23.53,2,low-frequency,yes,vocabulary-review
s204,5,Everyday life,The Morning Walk That Became a Habit,301,7,43.0,5.579,4.79,1.71,18.49,3,,yes,syntax-review
s205,6,Everyday life,Potluck Dinner That Started By Accident,317,8,39.62,5.369,10.61,1.61,25.72,2,,yes,syntax-review
s206,6,Everyday life,Spare Key Under the Wrong Mat,369,9,41.0,5.412,8.86,2.22,24.65,3,,yes,syntax-review
s207,7,Everyday life,The Garden Plot Shared by Strangers,319,7,45.57,5.258,13.31,0.97,35.06,2,,yes,syntax-review
s208,7,Everyday life,Voicemail Never Deleted,329,7,47.0,5.226,12.96,4.01,30.25,1,very-low-frequency,yes,vocabulary-review
s209,8,Everyday life,Chair at the Table No One Sits In,378,7,54.0,5.382,11.86,1.89,28.03,2,,yes,syntax-review
s210,8,Everyday life,The Photographs Nobody Could Agree to Divide,414,9,46.0,5.424,6.39,0.74,36.61,2,,yes,syntax-review
s211,5,History,Baker Who Fed a Whole Army by Accident,325,9,36.11,5.375,12.19,1.56,27.5,2,long-words,yes,vocabulary-review
s212,5,History,Lighthouse Keeper Who Refused to Leave,327,8,40.88,5.378,11.88,2.19,22.19,2,,yes,syntax-review
s213,6,History,The Village That Traded Places With Its Neighbor,385,9,42.78,5.237,15.14,1.62,43.51,3,low-frequency|long-words,yes,priority-review
s214,6,History,Soldier Who Delivered Peace Instead of War,400,8,50.0,5.28,9.14,1.27,35.03,2,long-words,yes,vocabulary-review
s215,7,History,Judge Who Ruled Against His Own King,448,11,40.73,5.269,9.32,1.36,35.0,2,,yes,syntax-review
