id,level,topic,title,word_count,sentence_count,avg_sentence_words,mean_zipf_frequency,low_frequency_pct,very_low_frequency_pct,long_word_pct,probable_proper_noun_types,lexical_flags,syntax_flag,status
s104,8,Science,Star That Refuses to Die Quietly,354,9,39.33,5.19,15.34,1.42,40.06,1,,no,within-guardrails
s105,5,Famous books,Scrooge Wakes on Christmas Morning,213,19,11.21,5.953,3.06,0.0,11.22,6,,no,within-guardrails
s106,6,Famous books,The Crisis Caused by Lydia,199,17,11.71,5.868,5.08,0.0,13.56,10,,no,within-guardrails
s107,7,Famous books,Pip Learns Who Helped Him,208,19,10.95,5.814,7.25,0.52,15.54,7,,no,within-guardrails
s108,8,Famous books,Carton and Darnay Look Alike,201,19,10.58,5.728,7.57,0.0,17.84,7,,no,within-guardrails
s109,9,Fantasy/stories,Cartomancer's Final Reading,479,11,43.55,5.346,14.19,3.55,28.16,3,,no,within-guardrails
s110,9,Fantasy/stories,Puppeteer Who Lost the Strings,454,10,45.4,5.188,20.72,3.83,36.49,2,,no,within-guardrails
s111,10,Fantasy/stories,The Alchemist's Unfinished Equation,542,10,54.2,5.036,19.77,4.52,44.07,4,,no,within-guardrails
s112,10,Fantasy/stories,Keeper of Names No One Speaks,531,10,53.1,5.164,17.87,3.42,37.83,3,,no,within-guardrails
s113,9,Nature and animals,Migratory Instinct That Skipped a Generation,251,18,13.94,5.703,4.0,0.8,15.6,1,,no,within-guardrails
s114,9,Nature and animals,The Symbiosis No One Predicted,432,10,43.2,5.174,17.37,1.17,43.19,1,,no,within-guardrails
s115,10,Nature and animals,Ecosystem Hidden Beneath the Ice,486,9,54.0,4.999,16.35,3.56,47.38,5,,no,within-guardrails
s116,10,Nature and animals,Species That Domesticated Itself,491,13,37.77,5.05,22.2,4.07,43.38,0,,no,within-guardrails
s117,9,World affairs,The Currency Backed by Trust Alone,463,11,42.09,5.15,13.91,0.65,45.87,1,,no,within-guardrails
s118,9,World affairs,Parliament That Meets Underwater,509,12,42.42,5.074,13.75,1.38,42.83,0,,no,within-guardrails
s119,10,World affairs,Diplomatic Immunity That Outlived Its Purpose,530,10,53.0,5.056,14.15,1.53,48.37,1,,no,within-guardrails
s120,10,World affairs,The Federation That Never Formally Existed,465,11,42.27,5.087,14.62,1.29,50.75,0,,no,within-guardrails
s121,9,Everyday life,Grief That Arrived Years Late,509,12,42.42,5.314,9.96,1.79,33.67,2,,no,within-guardrails
s122,9,Everyday life,Language Two Siblings Invented,452,10,45.2,5.179,14.61,2.74,42.92,5,,no,within-guardrails
s123,10,Everyday life,The Inheritance of an Unfinished Argument,562,12,46.83,5.327,12.39,1.09,35.88,2,,no,within-guardrails
s124,10,Everyday life,Correspondence That Outlasted the Marriage,556,11,50.55,5.315,14.23,2.55,34.67,2,,no,within-guardrails
s125,9,History,Cartographer Who Erased a Kingdom,530,12,44.17,5.111,17.62,3.64,44.64,2,,no,within-guardrails
s126,9,History,The Famine That Rewrote a Legal Code,533,12,44.42,4.995,16.7,3.19,41.28,0,,no,within-guardrails
s127,10,History,Empire That Governed by Rumor,561,11,51.0,5.014,17.95,3.59,50.27,1,,no,within-guardrails
s128,10,History,Scribe Who Forged His Own Death,577,12,48.08,5.231,10.92,1.58,43.49,2,,no,within-guardrails
s129,9,Science,The Enzyme That Rewired a Food Chain,494,11,44.91,4.975,21.27,3.89,39.88,1,,no,within-guardrails
s130,9,Science,Memory That Exists Outside the Brain,478,12,39.83,4.965,19.33,2.52,44.12,1,,no,within-guardrails
s131,10,Science,Symmetry That Physics Cannot Explain,593,11,53.91,5.045,17.12,4.92,47.29,1,,no,within-guardrails
s132,10,Science,The Organism That Predates Death Itself,527,12,43.92,5.075,15.18,2.85,44.4,0,,no,within-guardrails
s133,9,Famous books,Elizabeth Reconsiders Mr Darcy,220,16,13.75,5.641,8.29,0.49,20.49,8,,no,within-guardrails
s134,9,Famous books,The Creature Argues for Justice,215,18,11.94,5.577,9.13,0.96,22.6,4,,no,within-guardrails
s135,10,Famous books,Gulliver's Travels as Political Satire,242,16,15.12,5.515,14.72,1.3,23.81,8,,no,within-guardrails
s136,10,Famous books,Frankenstein and the Creator's Responsibility,257,19,13.53,5.666,6.4,0.8,23.6,3,,no,within-guardrails
s137,5,Fantasy/stories,Chair That Remembers Who Sat In It,280,14,20.0,5.714,7.14,0.0,14.29,0,,no,within-guardrails
s138,6,Fantasy/stories,The Miller Who Ground Silence Into Flour,276,9,30.67,5.345,12.83,1.13,20.0,4,,no,within-guardrails
s139,7,Fantasy/stories,Locksmith Who Sold Second Chances,219,20,10.95,5.687,4.65,1.4,22.33,1,,no,within-guardrails
s140,8,Fantasy/stories,Shepherd Who Herded Forgotten Wishes,442,13,34.0,5.279,15.08,2.55,30.16,3,,no,within-guardrails
s141,9,Fantasy/stories,The Glassblower Who Trapped a Single Regret,430,10,43.0,5.285,16.51,2.36,33.49,1,,no,within-guardrails
s142,10,Fantasy/stories,Astronomer Who Charted a Sky That Wasn't There,439,9,48.78,4.943,24.71,3.73,47.55,3,,no,within-guardrails
s143,5,Nature and animals,Squirrel That Plants a Forest by Accident,185,17,10.88,5.617,8.89,2.78,6.11,1,very-low-frequency,no,vocabulary-review
s144,6,Nature and animals,The Frog That Freezes Solid and Survives,325,7,46.43,5.262,13.54,3.38,28.92,0,very-low-frequency,yes,vocabulary-review
s145,7,Nature and animals,Spider That Fishes on the Water,220,17,12.94,5.453,12.27,1.82,13.64,0,,no,within-guardrails
s146,8,Nature and animals,Tree That Poisons Its Rivals Slowly,414,11,37.64,5.025,13.53,3.62,37.92,0,,no,within-guardrails
s147,9,Nature and animals,The Fish That Changes Sex to Save the Group,407,9,45.22,5.299,14.25,1.72,35.38,0,,no,within-guardrails
s148,10,Nature and animals,Genome That Contains an Ancient Virus's Instructions,480,9,53.33,5.058,18.66,2.73,40.88,1,,no,within-guardrails
s149,5,World affairs,Town That Pays Its Bus Fares in Books,185,17,10.88,5.721,5.95,0.0,12.43,0,,no,within-guardrails
s150,8,World affairs,The Country That Sends Its Trash to Make Electricity,354,9,39.33,5.253,9.89,1.41,38.7,0,,no,within-guardrails
s151,7,World affairs,City That Elected a Committee of Children,369,8,46.12,5.188,10.38,0.82,41.26,1,long-words,yes,vocabulary-review
s152,8,World affairs,Nation That Rents Its Army to the United Nations,437,8,54.62,5.117,17.61,1.41,46.95,2,long-words,yes,vocabulary-review
s153,9,World affairs,The Region That Prints Its Own Local Currency Alongside the National One,440,11,40.0,5.288,8.64,0.45,41.14,0,,no,within-guardrails
s154,10,World affairs,Court That Has No Country to Enforce Its Rulings,514,10,51.4,5.189,10.12,0.58,43.58,0,,no,within-guardrails
s155,5,Everyday life,Jar of Coins Saved for Nothing in Particular,277,11,25.18,5.616,8.42,0.73,16.12,2,,no,within-guardrails
s156,6,Everyday life,The Neighbor Who Waters Plants While You're Away,194,17,11.41,5.662,8.06,0.54,15.59,2,,no,within-guardrails
s157,7,Everyday life,Apartment That Echoes Differently at Night,212,19,11.16,5.691,8.17,0.96,17.31,2,,no,within-guardrails
s158,8,Everyday life,Promise Kept Long After It Was Forgotten,428,11,38.91,5.405,11.24,1.2,30.38,2,,no,within-guardrails
s159,9,Everyday life,The Silence That Followed a Retirement,476,11,43.27,5.341,8.3,1.28,32.98,1,,no,within-guardrails
s160,10,Everyday life,House That Two Siblings Could Not Agree to Sell,458,9,50.89,5.272,11.83,1.12,39.06,4,,no,within-guardrails
s161,6,History,Well That Never Ran Dry,211,17,12.41,5.665,3.86,0.48,15.94,1,,no,within-guardrails
s162,8,History,The Merchant Who Paid His Taxes in Salt,359,9,39.89,5.072,13.76,3.65,43.26,2,long-words,no,vocabulary-review
s163,7,History,Bridge Built to Be Destroyed,397,9,44.11,5.185,11.96,2.04,39.44,2,long-words,yes,vocabulary-review
s164,8,History,Treaty Signed by Two Men Who Never Met,395,10,39.5,5.146,18.73,1.77,41.77,0,,no,within-guardrails
s165,9,History,The Regent Who Ruled for a Single Afternoon,421,10,42.1,5.139,17.66,2.39,40.81,1,,no,within-guardrails
s166,10,History,Archive That Survived by Being Ignored,493,10,49.3,5.116,10.31,1.65,51.75,1,,no,within-guardrails
s167,5,Science,Why Bananas Turn Brown So Quickly,309,7,44.14,5.36,12.66,6.17,16.23,1,very-low-frequency,yes,vocabulary-review
s168,6,Science,How Bread Mold Grows Even in the Fridge,339,11,30.82,5.236,14.41,0.9,25.83,2,,no,within-guardrails
s169,7,Science,Reason Metal Feels Colder Than Wood,376,11,34.18,5.269,13.3,1.6,32.98,0,,no,within-guardrails
s170,8,Science,Gas That Makes Deep Divers Talk Strangely,410,10,41.0,4.989,20.98,1.95,37.8,0,low-frequency,no,vocabulary-review
s171,9,Science,The Protein That Folds a Trillion Ways,450,10,45.0,5.1,15.37,1.78,40.09,1,,no,within-guardrails
s172,10,Science,Vacuum That Isn't Actually Empty,457,9,50.78,4.963,14.98,3.52,43.83,2,,no,within-guardrails
s173,5,Famous books,The Mutiny Begins,209,22,9.5,5.874,4.26,0.0,8.51,10,,no,within-guardrails
s174,6,Famous books,Victor Brings the Creature to Life,202,18,11.22,5.884,4.1,0.0,18.97,2,,no,within-guardrails
s175,7,Famous books,The Bishop and the Candlesticks,205,18,11.39,5.753,4.55,1.01,10.61,2,,no,within-guardrails
s176,8,Famous books,Sydney Carton's Final Choice,199,18,11.06,5.807,6.04,1.1,13.74,8,,no,within-guardrails
s177,9,Famous books,Valjean Faces an Impossible Choice,228,16,14.25,5.722,6.54,0.0,15.89,3,,no,within-guardrails
s178,10,Famous books,"Moby-Dick: Fate, Freedom, and Obsession",253,21,12.05,5.604,9.75,0.42,19.49,7,,no,within-guardrails
s179,5,Fantasy/stories,Baker's Daughter Who Could Taste Lies,314,13,24.15,5.724,5.86,0.0,13.03,2,,no,within-guardrails
s180,5,Fantasy/stories,The Scarecrow That Learned to Whistle,299,12,24.92,5.504,13.65,2.39,16.04,2,low-frequency,no,vocabulary-review
s181,6,Fantasy/stories,Cobbler Who Mended Broken Promises,350,13,26.92,5.521,7.6,1.75,21.93,3,,no,within-guardrails
s182,6,Fantasy/stories,Ferryman Who Only Crossed at Midnight,179,16,11.19,5.838,3.41,0.0,9.09,1,,no,within-guardrails
s183,7,Fantasy/stories,The Beekeeper Who Traded Honey for Memories,224,20,11.2,5.75,7.34,0.46,13.76,2,,no,within-guardrails
s184,7,Fantasy/stories,Mapmaker's Daughter Who Drew What Wasn't There Yet,340,10,34.0,5.417,9.34,1.81,27.71,2,,no,within-guardrails
s185,8,Fantasy/stories,Potter Who Shaped Silence Into Bowls,396,10,39.6,5.395,7.97,1.29,25.19,2,,no,within-guardrails
s186,8,Fantasy/stories,The Watchmaker Who Sold Borrowed Mornings,435,11,39.55,5.357,9.77,1.63,31.63,2,,no,within-guardrails
s187,5,Nature and animals,Why Woodpeckers Don't Get Headaches,280,8,35.0,5.271,11.64,2.55,23.64,1,very-low-frequency,yes,vocabulary-review
s188,5,Nature and animals,Owl That Hunts by Sound Alone,300,11,27.27,5.361,13.33,2.33,20.67,0,low-frequency,yes,vocabulary-review
s189,6,Nature and animals,The Turtle That Breathes Through Its Skin,214,15,14.27,5.674,7.94,0.47,10.75,0,,no,within-guardrails
s190,6,Nature and animals,Plant That Traps Insects for Dinner,182,16,11.38,5.762,7.18,0.55,5.52,1,,no,within-guardrails
s191,7,Nature and animals,Bird That Builds a Different Nest Every Year to Test Mates,346,9,38.44,5.048,17.92,4.05,34.68,0,very-low-frequency,yes,vocabulary-review
s192,7,Nature and animals,The Shrimp That Sees Colors Humans Cannot,324,9,36.0,5.151,15.51,1.9,29.11,1,,no,within-guardrails
s193,8,Nature and animals,Tardigrade That Survives the Vacuum of Space,368,9,40.89,5.122,12.53,4.63,42.23,1,long-words,no,vocabulary-review
s194,8,Nature and animals,Fungus That Turns a Forest Into One Organism,398,10,39.8,5.139,15.37,2.52,39.29,1,,no,within-guardrails
s195,5,World affairs,The Town Where Everyone Owns a Piece of the Bakery,325,7,46.43,5.525,6.46,0.0,26.77,0,long-words,yes,vocabulary-review
s196,6,World affairs,School Bus That Doubles as a Mobile Library,205,18,11.39,5.676,1.46,0.0,11.71,0,,no,within-guardrails
s197,6,World affairs,City That Turned Its Empty Lots Into Gardens,357,9,39.67,5.224,7.56,0.28,38.94,0,long-words,yes,vocabulary-review
s198,7,World affairs,The Country That Requires Every Law to Expire,416,12,34.67,5.173,16.35,2.16,35.1,0,,no,within-guardrails
s199,7,World affairs,Village That Votes by Placing Stones in Jars,399,8,49.88,5.168,13.82,0.25,38.44,1,long-words,yes,vocabulary-review
s200,8,World affairs,Nation That Shares Its Border Guards With a Neighbor,428,11,38.91,5.164,8.06,0.47,41.0,1,,no,within-guardrails
s201,8,World affairs,The City-State That Outsources Its Own Foreign Policy,503,12,41.92,5.276,9.15,0.8,41.75,0,,no,within-guardrails
s202,8,World affairs,Country Whose Constitution Fits on a Single Page,460,12,38.33,5.15,15.43,2.83,41.52,0,,no,within-guardrails
s203,5,Everyday life,Sweater That Outlived Three Winters,295,10,29.5,5.383,13.15,2.08,22.84,2,low-frequency,yes,vocabulary-review
s204,5,Everyday life,The Morning Walk That Became a Habit,194,17,11.41,5.888,2.14,0.0,6.95,3,,no,within-guardrails
s205,6,Everyday life,Potluck Dinner That Started By Accident,199,16,12.44,5.785,5.13,1.54,12.31,2,,no,within-guardrails
s206,6,Everyday life,Spare Key Under the Wrong Mat,202,18,11.22,5.634,6.19,1.03,15.46,3,,no,within-guardrails
s207,7,Everyday life,The Garden Plot Shared by Strangers,320,9,35.56,5.246,13.8,1.01,35.02,3,,no,within-guardrails
s208,7,Everyday life,Voicemail Never Deleted,329,7,47.0,5.236,12.65,4.01,29.63,1,very-low-frequency,yes,vocabulary-review
s209,8,Everyday life,Chair at the Table No One Sits In,379,10,37.9,5.395,11.56,1.88,26.88,2,,no,within-guardrails
s210,8,Everyday life,The Photographs Nobody Could Agree to Divide,414,10,41.4,5.42,6.39,0.74,36.86,2,,no,within-guardrails
s211,5,History,Baker Who Fed a Whole Army by Accident,321,11,29.18,5.375,12.34,1.58,26.27,2,long-words,yes,vocabulary-review
s212,5,History,Lighthouse Keeper Who Refused to Leave,187,18,10.39,5.686,6.04,0.0,10.99,1,,no,within-guardrails
s213,6,History,The Village That Traded Places With Its Neighbor,385,11,35.0,5.252,14.59,1.62,41.62,3,long-words,yes,vocabulary-review
s214,6,History,Soldier Who Delivered Peace Instead of War,401,8,50.12,5.316,8.61,1.27,31.9,2,long-words,yes,vocabulary-review
s215,7,History,Judge Who Ruled Against His Own King,229,18,12.72,5.653,6.22,1.33,20.44,1,,no,within-guardrails
s216,7,History,The Harbor Built by Mistake,361,10,36.1,5.316,12.47,3.32,40.17,0,long-words,yes,vocabulary-review
s217,8,History,Minister Who Governed From Exile,393,10,39.3,5.22,15.78,1.53,41.22,0,,no,within-guardrails
s218,8,History,Law That Was Never Actually Repealed,450,10,45.0,5.203,15.6,2.06,42.2,1,long-words,yes,vocabulary-review
