id,level,topic,title,text_sha256,words,sentences,maxSentence,averageSentence,low_frequency_pct,very_low_frequency_pct,frequency_terms,errors,flags,status
s024,8,Science,The Memory That Isn't Where You Think It Is,ea197a37d95becd5b62494e31e77ccad8fa730068c9828fce737f55134c9d885,389,12,48,32.42,16.71,3.08,recordings (3); discrete (2); neuroscience (2); subtly (2); reconsolidation (2); continuously (2); approximations (2); computer's (1); identifiable (1); theoretically (1); retrieved (1); locate (1); archive (1); intuitive (1); misleading (1),,long-sentence;dense-syntax,needs-editorial-review
s025,5,Fantasy/stories,Baker Who Whispered to Bread,facda97b4a72cc97dc96fa27bbf2ade7b294ceb403c9f78f85edf7f348e4de99,238,22,23,10.82,11.76,5.04,oskar (7); dough (4); loaf (3); loaves (2); oskar's (2); whispered (2); jar (2); softly (1); smiled (1); yeast (1); sourdough (1); bubbles (1); baking (1),,very-low-frequency,needs-editorial-review
s026,5,Fantasy/stories,Door That Only Opened at Noon,a03099b172686fb4d0af81dc4e263dcb234a6f01e241ae2b373110e423587b6e,250,22,21,11.36,5.2,1.6,nessa (4); meadow (3); saturdays (2); cloudy (1); sunlight (1); villagers (1); stone's (1),,,automated-screen-clear
s027,6,Fantasy/stories,The Tailor's Invisible Thread,a80e93982fa9e59a8251ac19066546555aad29b694427ff4302ae42e10b974cf,242,14,33,17.29,13.64,4.96,berta (6); drawer (3); widower (3); spool (2); tailor (1); peculiar (1); drawer's (1); garment (1); mending (1); inherited (1); carelessly (1); grieving (1); wife's (1); altering (1); seam (1),,very-low-frequency,needs-editorial-review
s028,6,Fantasy/stories,River That Remembered Names,03a363ca072d2cb5845bbebe4358dc63eaf964a79daf50299234a30d3f2529e2,244,20,26,12.2,9.84,3.28,tomasz (6); marta (5); nets (2); fisherman (1); river's (1); bends (1); slippery (1); footing (1); shallows (1); dizzy (1); rested (1); healer (1); greeted (1); grandparents (1),,very-low-frequency,needs-editorial-review
s029,7,Fantasy/stories,Clockmaker's Second Apprentice,c25988f15882027af213a6bc64bb938dcea8ab3626bc4abbd47f270859ec679b,265,22,23,12.05,7.17,2.64,halvard (6); ren (6); apprentice (1); clockmaker (1); clocks (1); faint (1); smoothly (1); prediction (1); thinner (1),,,automated-screen-clear
s030,7,Fantasy/stories,The Garden Grown From Borrowed Time,2422989b68c112886ca261f34f3370810143bedc3a1cc2ed893f55f2e7a9d398,239,20,28,11.95,10.88,2.93,ingrid (6); bargain (3); ada (3); bloomed (2); ingrid's (1); garden's (1); ached (1); gladly (1); tending (1); watered (1); herbs (1); buds (1); stranger's (1); ada's (1); seedlings (1),,,automated-screen-clear
s031,8,Fantasy/stories,Cartographer Who Sold Directions,29f9e2cd158176880886d37e3f302008343e3991c78d1d142fd9fce75af888d4,265,20,36,13.25,5.66,3.4,thessaly (5); arven (3); fountain (2); searched (1); fountain's (1); packet (1); ledger (1); traveler (1),,,automated-screen-clear
s032,8,Fantasy/stories,Innkeeper's Ledger of Debts,154c3a01b3fe370aeb9131345605b103df2bed30da5a400a6f635bf01b29a7c3,252,24,17,10.5,8.73,3.97,corvin (5); lysa (4); ledgers (1); traveler (1); unfinished (1); frightened (1); anyone's (1); rainy (1); borrowed (1); repayment (1); stared (1); forgiveness (1); repay (1); ledger (1); faint (1),,,automated-screen-clear
s033,5,Nature and animals,How Crows Learn a Dangerous Face,dbbf000e5fc703d78e6e9aacf841a1c8c6b238ab8e5aea3fa14493af9ebd50d0,206,15,21,13.73,6.8,0.49,crows (9); masks (1); farther (1); crow (1); crow's (1); afterward (1),,,automated-screen-clear
s034,5,Nature and animals,How Trees and Fungi Exchange Resources Underground,abe5ffceca8715c758c43932c81de8cc71238ae3c08117c793780738be589e61,202,14,23,14.43,9.9,0.5,fungi (4); nutrients (3); partnerships (1); mycorrhizae (1); compounds (1); threads (1); fungal (1); certainty (1); fungus (1); metaphors (1); intentionally (1); seedlings (1); biologically (1); neighboring (1); cooperative (1),,,automated-screen-clear
s035,6,Nature and animals,Fish That Climbs Waterfalls,5f8076a405d3656850c9290975fe72d7b4482e22c6fb476946fc248888741fcd,256,11,33,23.27,13.28,1.95,waterfalls (2); swept (2); gobies (2); hawaiian (1); goby (1); hatch (1); freshwater (1); downstream (1); saltwater (1); upstream (1); reproduce (1); ancestors (1); tumbled (1); leap (1); currents (1),,dense-syntax,needs-editorial-review
s036,6,Nature and animals,The Bees That Vote With Their Bodies,665255b95b3c2174aef3a647179c48352433ff7fc7c3b37e3dc9ec215b1c78eb,262,9,44,29.11,13.36,1.53,bees (5); dances (3); swarm (2); scout (2); centralized (2); honeybee (1); hive (1); collectively (1); individually (1); nesting (1); evaluating (1); cavity (1); performs (1); proportional (1); favors (1),,long-sentence;dense-syntax,needs-editorial-review
s037,7,Nature and animals,Elephant's Long Memory for Grief,5b3edcf744129322a74addf6652596772d123b1d86ba158b18f700d5e25bdfd7,299,9,46,33.22,15.72,2.34,elephants (5); behaviors (4); exhibiting (1); superficially (1); prompting (1); instinctive (1); evolutionarily (1); programmed (1); herds (1); encountering (1); deceased (1); unrelated (1); extensively (1); trunks (1); calves (1),,long-sentence;dense-syntax,needs-editorial-review
s038,7,Nature and animals,Bird That Fakes a Broken Wing,8002c204401b4858e15f5d9eb891ba018fcb5a8f0b269c8f7f1f6f75a9ff3b55,172,13,18,13.23,3.49,1.16,killdeer (2); lays (1); hollow (1); farther (1); lifts (1),,,automated-screen-clear
s039,8,Nature and animals,The Fungus That Controls an Ant's Mind,bc1bceb476ff2638f36299ef2144a46b0edf4b3d148b6fb5fb94d9791aef2ca3,326,7,54,46.57,26.07,3.99,ant (9); fungus (5); fungal (4); spores (3); ant's (3); foraging (3); behavioral (3); manipulation (3); parasitic (2); manipulating (2); host's (2); ants (2); evolutionary (2); unsettling (1); phenomena (1),,long-sentence;dense-syntax;low-frequency,needs-editorial-review
s040,8,Nature and animals,How Humpback Whale Songs Spread,e8196742df633e6e9f2b6b9ebd34c94553bd522df2e425cea66a25aea1033529,205,12,24,17.08,7.8,0.49,whales (5); recordings (2); whale (2); humpback (1); phrases (1); singers (1); novelty (1); copying (1); distances (1); motivations (1),,,automated-screen-clear
s041,5,World affairs,Town That Shared One Library Book,919bf31bac1206a57d56635e9fd11131fafd66b70e1147d31be6a043a4022b02,253,13,31,19.46,3.95,0.0,shelves (2); informal (2); fictional (1); borrowing (1); unused (1); town's (1); organizing (1); repairing (1),,dense-syntax,needs-editorial-review
s042,8,World affairs,A School With No Walls,eb430b955dc5bb7564da05553e2fce5f08cc69a9cab6e184a119137e63e3a1fc,242,11,34,22,8.26,2.07,priya (2); skeptical (2); fictional (1); interfered (1); outdoors (1); desks (1); chalkboard (1); borrowed (1); village's (1); arithmetic (1); priya's (1); copying (1); adapting (1); schooling (1); schedules (1),,,automated-screen-clear
s043,8,World affairs,Island Nation Selling Its Weather,734aa4266a445dd82763cf01eb7fe61f7ad6c3da4581cf9041693a5675312f6e,267,9,49,29.67,12.36,1.12,skies (2); island's (2); steadily (2); recognizing (2); fictional (1); exceptionally (1); astronomers (1); stargazing (1); enthusiasts (1); viable (1); astronomical (1); pursuing (1); attracting (1); limiting (1); fixtures (1),,long-sentence;dense-syntax,needs-editorial-review
s044,8,World affairs,City That Rented Out Its Rooftops,8d412a5dd5c1369ab806b21a944ef76b8eb5653301a7aa251c3b16771608d077,282,9,41,31.33,11.7,0.0,rooftop (6); renewable (3); unused (3); densely (2); fictional (1); persistent (1); shortage (1); populated (1); unconventional (1); uncertain (1); complications (1); standardized (1); specifying (1); incentives (1); financially (1),,dense-syntax,needs-editorial-review
s045,8,World affairs,The Border That Moves Every Spring,93bb4454c2ec4bb2837124c8c27d3c05dc8bef726a632292ac2a75e774aaaa85,334,9,50,37.11,18.26,2.69,river's (5); territorial (3); functioned (2); seasonal (2); flooding (2); shifting (2); surveyors (2); disputes (2); fictional (1); separating (1); erosion (1); periodically (1); renegotiating (1); impractically (1); adjusting (1),,long-sentence;dense-syntax,needs-editorial-review
s046,7,World affairs,Country Without an Official Language,b5ba619370988f3f7f1660b470b90bfdae1309adbebe54f8ab413d25384dd628,307,10,47,30.7,14.33,2.61,linguistic (4); designating (3); symbolic (2); fictional (1); designate (1); avoids (1); whatsoever (1); reflecting (1); nation's (1); exceptionally (1); deliberate (1); designation (1); lengthy (1); inevitably (1); community's (1),,long-sentence;dense-syntax,needs-editorial-review
s047,8,World affairs,Treaty No One Remembers Signing,d0a9c22eef25e3bc2d7162514a298ab0cbab19a730129214277d41bbf240a558,344,9,49,38.22,14.83,1.74,clause (4); treaty's (2); successive (2); unchanged (2); negotiating (2); fictional (1); historians (1); researching (1); puzzling (1); anomaly (1); locate (1); clauses (1); ratified (1); mundane (1); amended (1),,long-sentence;dense-syntax,needs-editorial-review
s048,8,World affairs,The River Two Countries Refuse to Stop Sharing,f9e000f2c6b2ef3d294313faf0ae294edafc313c203bb476e186a188ed85d904,328,9,49,36.44,13.41,1.22,disputes (2); persistently (2); strained (2); hostility (2); durability (2); commission's (2); fictional (1); generating (1); scarcity (1); intensify (1); diminish (1); steadily (1); antagonistic (1); contentious (1); durable (1),,long-sentence;dense-syntax,needs-editorial-review
s049,5,Everyday life,Umbrella That Belonged to Everyone,16df8c7a272e77ff046b4e88c4aa1ac89cf4d82551def6e0de5b1df19217b7f2,217,11,38,19.73,8.76,0.46,umbrella (5); umbrellas (4); rainy (3); handwritten (1); rains (1); mornings (1); crowded (1); mismatched (1); mateo (1); unofficial (1),,long-sentence;dense-syntax,needs-editorial-review
s050,5,Everyday life,Learning to Ride a Bike at Forty,942b50d8640bb2fda0b2aba5d5551149b75d18b6f9e1342947808507455e9f49,239,13,38,18.38,10.04,0.42,camille (3); bicycle (3); coworkers (1); basics (1); clumsy (1); frustrating (1); wobbled (1); scraping (1); lightly (1); apologies (1); learner (1); trusting (1); upright (1); wobbly (1); uneven (1),,long-sentence;dense-syntax,needs-editorial-review
s051,6,Everyday life,The Neighbor's Garden Wall,75d1cd148bf0f1db18ca58bc2e222d985a25a7d491b837c08061109784819dd6,235,8,38,29.38,9.36,2.55,tile (4); farida (3); tiles (3); alvarez (3); neighbor's (1); grandchild's (1); unrelated (1); informal (1); street's (1); evenings (1); nodded (1); approvingly (1); mentioning (1),,dense-syntax,needs-editorial-review
s052,6,Everyday life,Waiting for the Repairman,1f6cd0676b906b90539399193b7c5799ffbbaac617acfb83529d1d11f2487aa6,237,8,41,29.63,12.66,2.53,refrigerator (5); deshawn (3); groceries (2); deshawn's (1); unexpectedly (1); inconvenienced (1); scheduling (1); frustrating (1); discard (1); refrigerated (1); stocking (1); spoil (1); unused (1); borrowing (1); friend's (1),,long-sentence;dense-syntax,needs-editorial-review
s053,7,Everyday life,Silence After the Renovation,218f3cc26d8032fca343195f12098f8b80979aec0ecf78fe49a6d211c8882333,216,17,18,12.71,8.8,2.78,odalys (3); renovating (1); repaired (1); fixtures (1); crowded (1); belongings (1); relieved (1); uneasy (1); brighter (1); renovation (1); floorboards (1); creaked (1); vanished (1); wandered (1); objectively (1),,,automated-screen-clear
s054,7,Everyday life,The Habit of Sunday Phone Calls,ecd634445a139aa2d5502b7cb4958d2a9980e16b6e309d8c22632300c1967481,216,19,18,11.37,3.7,1.39,grzegorz (3); evenings (1); restless (1); rituals (1); copying (1); dependable (1),,,automated-screen-clear
s055,8,Everyday life,Inheritance of an Empty House,a00c53923098b025239faea3a410f19658750a99ed115c5292db32d64ef7d38c,373,9,57,41.44,12.87,4.56,wilhelmina (5); aunt's (3); unremarkable (3); correspondence (3); inherited (2); straightforward (2); sorting (2); admittedly (2); preserving (2); settling (1); accumulated (1); extraordinarily (1); logistically (1); tucked (1); revealing (1),,long-sentence;dense-syntax;very-low-frequency,needs-editorial-review
s056,8,Everyday life,Ritual of the Late Train,1ef08f51e6416e7ed011450642fb86139ebf050ae5168b51f44d5caafae290b6,398,10,59,39.8,9.3,1.01,bartholomew (4); scheduling (2); weeknight (1); unusually (1); necessity (1); commuters (1); distinctly (1); crowded (1); scattered (1); uninterrupted (1); solidified (1); comfortably (1); predictable (1); restructured (1); permitting (1),,long-sentence;dense-syntax,needs-editorial-review
s057,5,History,The Boy Who Rang the Wrong Bell,70ff2f57751d7142cfe1d9064dd88c99bf2dcdf4f0a31f961f57149dde0c7e1c,264,10,36,26.4,11.74,0.38,tomas (4); coastline (2); rang (2); whale (2); fictional (1); unspecified (1); bells (1); storms (1); foggy (1); mist (1); frightened (1); loudly (1); fishermen (1); rushed (1); belongings (1),,long-sentence;dense-syntax,needs-editorial-review
s058,8,History,Map Made of Sticks,c19365bf84893167c7f45d5b3639a8dd290278920ae872839e2dad2d52446a2d,259,10,45,25.9,11.2,1.93,sailors (3); navigators (3); shells (2); fictional (1); unspecified (1); fibers (1); stretches (1); currents (1); navigate (1); curved (1); swells (1); memorized (1); voyage (1); voyages (1); extensively (1),,dense-syntax,needs-editorial-review
s059,8,History,Winter the River Became a Road,afd2d6a6a396712fd6f4c0d002f450c8b63e478b0df1cd4ade751e3bb85d695c,310,8,49,38.75,11.94,0.97,overland (4); merchants (3); wagons (2); sufficiently (2); seasonal (2); fictional (1); unspecified (1); unusually (1); inland (1); froze (1); occurrence (1); warmer (1); enterprising (1); smoother (1); region's (1),,long-sentence;dense-syntax,needs-editorial-review
s060,8,History,The Queen Who Never Left Her Room,43394ab9101a4e5d7b048d267655de99d25c2e6a0420ea887ec376ddc0e93249,308,8,55,38.5,7.79,0.0,historians (3); queen's (3); diplomats (2); deliberate (2); confinement (2); fictional (1); unspecified (1); thirties (1); speculation (1); diminished (1); exclusivity (1); arguably (1); sharply (1); insufficient (1); definitively (1),,long-sentence;dense-syntax,needs-editorial-review
s061,7,History,Clerk Who Saved a City's Records,6aa059ac7c138e582078453b2eb37a5173cf8113dba72768ebc48ad3707a9395,371,12,53,30.92,12.67,2.7,aldric (5); monastery (3); invading (2); historians (2); fictional (1); unspecified (1); prolonged (1); administrators (1); evacuated (1); abandoning (1); looting (1); survives (1); evacuating (1); transportable (1); containers (1),,long-sentence;dense-syntax,needs-editorial-review
s062,8,History,Expedition That Got the Math Wrong,bdbd683a76cfa066674b804ceccdddcf52de2aab1ff3d03c4e591f6da283dda3,364,10,49,36.4,17.31,2.2,surveying (5); expedition (3); geographic (3); expedition's (3); surveyor (3); sequential (3); accumulated (3); calculation (2); undetected (2); progressively (2); fictional (1); unspecified (1); nineteenth-century (1); dispatched (1); landmarks (1),,long-sentence;dense-syntax,needs-editorial-review
s063,8,History,The Diplomat Who Negotiated in Silence,6a59dbe437f8defca8a6697a0a75ab0e25b7ecc72f2f9f1731367d459a224183,386,8,59,48.25,18.91,2.59,negotiating (5); historians (3); negotiation (3); verbal (3); substantive (3); correspondence (2); delegates (2); favorable (2); concessions (2); debated (2); deliberate (2); fictional (1); unspecified (1); protracted (1); territorial (1),,long-sentence;dense-syntax,needs-editorial-review
s064,8,History,Census That Counted the Wrong Century,33f641e1b3b2fb8afdb9a656ceec753137cb435719092ab1c99b97d40b5d5382,356,8,53,44.5,16.01,2.81,demographic (5); archival (3); discrepancy (3); province's (3); censuses (2); inconsistent (2); cross-referencing (2); fictional (1); unspecified (1); reviewing (1); puzzling (1); incompetence (1); sophistication (1); governmental (1); standardized (1),,long-sentence;dense-syntax,needs-editorial-review
s065,8,Science,Why Onions Make You Cry,51ce0991da47d0a8500dfbea7520fa2712441a11f04ff845fc1d24b46b396a90,249,9,45,27.67,11.24,0.4,onion (6); onions (3); irritating (2); sting (1); touches (1); harmless (1); uncut (1); floats (1); invisibly (1); reacts (1); unpleasant (1); responds (1); interestingly (1); evolve (1); discourage (1),,dense-syntax,needs-editorial-review
s066,8,Science,How Spiders Build Without a Plan,1bf85ed9152ce571c9f74d36881d1d056d6f879c74fe867dcad56d2b7b830a4d,262,7,51,37.43,9.54,0.76,spiders (5); webs (3); outward (2); remembering (1); instincts (1); encoded (1); strand (1); catches (1); web's (1); builds (1); spiral (1); threads (1); steadily (1); instinctual (1); inherited (1),,long-sentence;dense-syntax,needs-editorial-review
s067,6,Science,Ice That Doesn't Melt Evenly,6b495878808556552698efa87404ba7c3b07bb2862109aa413d3d50feb4491fb,265,8,49,33.13,18.11,2.26,melting (7); cube (4); warmer (3); cubes (2); melt (2); uneven (2); melts (2); meltwater (2); currents (2); uniformly (1); shrinking (1); evenly (1); absorbs (1); denser (1); downward (1),,long-sentence;dense-syntax;low-frequency,needs-editorial-review
s068,6,Science,Why Some Metals Remember Their Shape,1b7adfb78fa9fe5c7b23fbc6cb0486af83ccb86bccf5e472e59c8ce178395720,266,9,46,29.56,15.04,2.63,bent (3); alloys (3); metals (2); deformed (2); metal's (2); atomic (2); alloy's (2); atoms (2); rigid (2); patient's (2); tendency (1); whatsoever (1); deforming (1); scientifically (1); behaves (1),,long-sentence;dense-syntax;low-frequency,needs-editorial-review
s069,7,Science,The Bacteria That Eat Plastic,1167615eeabbda5e2f309bebbacf0b9469b0e4e75cb7b26fdc71cde4877df93d,336,7,51,48,13.69,1.19,recycling (5); enzyme (3); bacterial (3); nutritional (2); plastic-degrading (2); occurring (2); accumulating (1); inert (1); biologically (1); indigestible (1); persistently (1); resistant (1); plastics (1); decomposition (1); degradation (1),,long-sentence;dense-syntax,needs-editorial-review
s070,8,Science,Do Plants Feel Pain?,49b92a3d1496143e066ec2b19c4f39e274c53b3453433e58048a4ce3ef1f7a76,201,16,20,12.56,6.47,1.49,bitten (1); defenses (1); neurons (1); plant's (1); adaptive (1); organism's (1); sensing (1); unimportant (1); signaling (1); ecologically (1); separates (1); measurable (1); assigning (1),,,automated-screen-clear
s071,8,Science,Particle That Barely Exists,b862e85a0d477f5c343549ea2765c6d11f363b04123b9a9bb13f4ee4a933f4ac,382,8,69,47.75,19.11,5.5,neutrinos (8); neutrino (7); physicists (4); particle (3); extraordinarily (3); whatsoever (2); interacting (2); dense (2); occurring (2); fundamentally (2); inaccessible (2); cosmic (2); conceptually (1); entities (1); subatomic (1),,long-sentence;dense-syntax;very-low-frequency,needs-editorial-review
s072,8,Science,The Clock That Runs Faster on a Mountain,cac13fe55219ddb3650b76fe533446c702be398d723d094100f35751cc6bebc1,395,8,63,49.38,23.54,5.06,gravitational (9); clocks (5); positioned (4); dilation (4); altitude (4); positioning (4); einstein's (3); earth's (3); measurably (3); relativistic (3); relativity (2); tick (2); extraordinarily (2); physicists (2); counterintuitive (1),,long-sentence;dense-syntax;low-frequency;very-low-frequency,needs-editorial-review
s073,5,Famous books,Scrooge Sees His Past,e7becc031a5eb5cd1d60184510cc0ad7616c596c343350f4670ec5cdea635832,213,18,23,11.83,5.16,4.23,scrooge (8); belle (2); fezziwig (1),,very-low-frequency,needs-editorial-review
s074,5,Famous books,Scrooge Meets the Second Spirit,0a183eb1610a53c0e7a781ef85b2fac72c650cb8b861b730f19e4261c0986d7d,201,17,18,11.82,7.46,4.48,scrooge (7); cratchit (2); welcomed (1); feast (1); cheerful (1); hopeful (1); celebrations (1); frightened (1),,very-low-frequency,needs-editorial-review
s075,6,Famous books,Elizabeth Meets Mr Darcy,1b9e579aba3ce31b6e2baf9edbe3e5c10ef16dd67de4fb6e01371d44eebd9e06,194,20,18,9.7,9.28,0.0,darcy (7); bennet (1); crowded (1); admired (1); danced (1); amused (1); lively (1); flatter (1); unfriendly (1); judged (1); mistaken (1); judgments (1),,,automated-screen-clear
s076,6,Famous books,Darcy's First Proposal,1f2d5a3e5b50e6edebcff68008ee81bb31b4aeefd4adc836d9954600f1326a1b,203,21,19,9.67,6.4,0.49,darcy (5); reconsider (2); blamed (1); separating (1); bingley (1); selfishness (1); cruelty (1); accusations (1),,,automated-screen-clear
