id,level,topic,title,text_sha256,words,sentences,maxSentence,averageSentence,low_frequency_pct,very_low_frequency_pct,frequency_terms,errors,flags,status
s844,1,Nature and animals,A Duck in the Rain,b442c2aac88ed956f749e077bcf9e0daf1289ad1aec35b7228e61716aa042f7b,60,11,9,5.45,13.33,0.0,puddle (3); jumps (2); hens (2); shakes (1),,low-frequency,needs-editorial-review
s846,1,Nature and animals,Turtle on the Road,42c8f91734502e2d84217d4912128c1774a29d378b2e81068d6623e33502a69d,64,8,12,8,9.38,0.0,turtle (4); helper (2),,low-frequency,needs-editorial-review
s847,1,Nature and animals,The Bee's Map,a5f01688fd8e25a09c8d29e4200a9bd8aab8c313eccf137f3117cc123c7faf57,55,7,14,7.86,7.27,0.0,bees (2); drank (1); hive (1),,low-frequency,needs-editorial-review
s852,1,Everyday life,The Extra Lunch,2a1b17930855280af976228d882c14cf55dfe0a5863f1e7db0d9a91a4ec343a8,69,11,8,6.27,7.25,4.35,aya (3); smiles (1); apples (1),,low-frequency;very-low-frequency,needs-editorial-review
s853,1,Everyday life,Morning at the Bakery,42839d888e9ec983814f23c1ab6393cc75c8f5efaaae5087237d29bad2f496d7,67,10,9,6.7,5.97,0.0,bakery (1); sato (1); tray (1); buys (1),,low-frequency,needs-editorial-review
s854,1,Everyday life,The Lost Glove,478ce72dd19dcb711db77a4ae40bdc4787d3163db983a43914dbfa4ddb450c76,69,12,8,5.75,7.25,0.0,glove (3); waits (1); smiles (1),,low-frequency,needs-editorial-review
s855,1,Everyday life,A Quiet Birthday,e9a3a0d8134252d98b01aa137f2bd4f93a7f44a7f6376cf17c923346915b15cb,67,11,8,6.09,8.96,0.0,mara (2); candle (2); shines (1); smiles (1),,low-frequency,needs-editorial-review
s856,1,History,A Message on Clay,5ec3ac12c1c8ad3b111ca404c57d0b7889b857be20c6c66b15d11e231fb69c37,57,6,15,9.5,1.75,1.75,mesopotamia (1),,very-low-frequency,needs-editorial-review
s859,1,Science,Why Ice Floats,0945aee8c5e5a3e1e2cb7b76faea98912764a1b63d2a9516357094e683b43bd9,62,7,17,8.86,6.45,0.0,cube (1); floats (1); freezes (1); float (1),,low-frequency,needs-editorial-review
s1001,1,Mystery and adventure,The Quiet Brass Key,029d25bcee4163abc05ac43af56b7b52b503f2ffb633b2b78dd34c7404616645,76,12,10,6.33,6.58,0.0,dina (3); lifts (1); smiles (1),,low-frequency,needs-editorial-review
s1002,1,Mystery and adventure,The Quiet School Bell,6c6360930f2e17322a7be8e6cc4b9bc8b38372d1c740a5465404cde9c0c83456,73,12,11,6.08,8.22,0.0,ravi (3); hangs (1); touches (1); smiles (1),,low-frequency,needs-editorial-review
s1004,1,Mystery and adventure,The Quiet Recipe Book,65481fa1f9bbf56d9e4ba480e5a2f58fb99e62dfd9607aad8895192b719935f4,70,12,12,5.83,5.71,0.0,iris (3); smiles (1),,low-frequency,needs-editorial-review
s1006,1,Mystery and adventure,The Quiet Garden Map,a9eea5760dba5acd538473aae15618ab07cc64594cd4c59f5723b7a8c395f371,53,8,8,6.63,5.66,0.0,hana (2); gardener (1),,low-frequency,needs-editorial-review
s1007,1,Mystery and adventure,The Quiet Museum Coin,4d88b488f789c8336da907cb49d4c4bc7800fcee10519e29aa432275e4d13d4f,69,11,9,6.27,8.7,0.0,vera (4); sunlight (1); smiles (1),,low-frequency,needs-editorial-review
s1008,1,Mystery and adventure,The Quiet Blue Lantern,2a421dd4459ee8ba496bf3ce54136adc1783b2a8cbe2f32072d7e77207e3c05c,77,11,12,7,7.79,0.0,theo (3); lantern (3),,low-frequency,needs-editorial-review
s1009,1,Mystery and adventure,The Quiet Harbor Flag,c9867ad67152d0bc8a960f729ef7b72697a439f3bf41b6b0f02f923a740e19d7,73,11,11,6.64,8.22,0.0,kite (3); ari (2); hangs (1),,low-frequency,needs-editorial-review
s1011,1,Mystery and adventure,The Quiet Glass Button,9aa3cf0956aa32ec727900b2904e8d76f47d3b7e0bef26f6bf051ccdf2369ea5,75,12,10,6.25,8.0,0.0,lina (3); hangs (1); buttons (1); smiles (1),,low-frequency,needs-editorial-review
s1013,1,Mystery and adventure,The Quiet Painted Shell,65751b0e4972c6b3a86ef94daf9dbc4e4c6bd6d6080aabc6b24beccd9433fe64,79,11,14,7.18,5.06,3.8,xena (3); smiles (1),,low-frequency;very-low-frequency,needs-editorial-review
s1014,1,Mystery and adventure,The Quiet Paper Crown,177f0bcd0f9c8ee74bfa77250e7a9e4973883c240a0145a8594bffc965f38157,71,11,10,6.45,5.63,0.0,eli (3); closes (1),,low-frequency,needs-editorial-review
s1015,1,Mystery and adventure,The Quiet Green Bicycle,871ec419c347d09b7271479dadc3f84c11e0d5200081e857b12d7487f31e5d22,78,13,10,6,12.82,0.0,sara (4); bicycle (3); glove (2); nods (1),,low-frequency,needs-editorial-review
s1016,1,Mystery and adventure,The Quiet Stone Bird,47c6f4922489da7c798caac43b9b34e3a252e9452daa40d463ddb5e95ba4b726,55,8,10,6.88,9.09,0.0,pia (3); gardener (1); bird's (1),,low-frequency,needs-editorial-review
s1017,1,Mystery and adventure,The Quiet Sealed Letter,1393e724bd135f698be59d1136a6d93532d38dad126497053e9d059f5c5ae182,78,11,11,7.09,5.13,0.0,envelope (1); remembers (1); smiles (1); inviting (1),,low-frequency,needs-editorial-review
s1018,1,Mystery and adventure,The Quiet Gold Spoon,59346784e628f5267bbaa7b42535094711923eafd1e67383da1d441d323a3399,75,11,10,6.82,12.0,0.0,spoon (4); noah (3); shiny (1); lifts (1),,low-frequency,needs-editorial-review
s1156,1,Travel and culture,An Unexpected Day in Kyoto,e6ae3b3141628c866b5ebc69596b42389c8258f243dc121829c153eb6866c642,60,7,11,8.57,6.67,0.0,hana (2); kyoto (1); thanked (1),,low-frequency,needs-editorial-review
s1157,1,Travel and culture,An Unexpected Day in Seoul,eb3e7a09d74175a20ebe8124826bd0ab5fac865dc8483cf2fadd4475de7a278a,51,6,11,8.5,9.8,1.96,noah (2); seoul (1); thanked (1); caf (1),,low-frequency;very-low-frequency,needs-editorial-review
s1158,1,Travel and culture,An Unexpected Day in Taipei,52d3cf7b4e9fe4e75d38edbe02ee511e5f27c3eefdbb6a77aa4506f5b17a141d,53,6,13,8.83,7.55,0.0,kai (2); taipei (1); friend's (1),,low-frequency,needs-editorial-review
s1159,1,Travel and culture,An Unexpected Day in Hanoi,41f1be835551c88065afca9f75a092fda2e4be3949b34608b540ee6285711350,60,7,11,8.57,8.33,0.0,mara (2); hanoi (1); bicycle (1); bookshop (1),,low-frequency,needs-editorial-review
s1160,1,Travel and culture,An Unexpected Day in Chiang Mai,afec5fe71030d217176095d0602f78a8c9c66fc8dfaaafd0f5b8a80ce8ee3731,62,7,12,8.86,11.29,0.0,sara (3); chiang (1); mai (1); brushes (1); bowls (1),,low-frequency,needs-editorial-review
s1161,1,Travel and culture,An Unexpected Day in Singapore,aaf88da44d0178e26783836c5be6ef64d68ff6ed26090581439c6476f295d14f,59,8,9,7.38,5.08,0.0,bea (3),,low-frequency,needs-editorial-review
s1162,1,Travel and culture,An Unexpected Day in Delhi,92679156f1672e19ce861567b017b45fd16b3496c0401cce700f1d2b9c5930b4,58,6,12,9.67,5.17,0.0,vera (2); drank (1),,low-frequency,needs-editorial-review
s1163,1,Travel and culture,An Unexpected Day in Istanbul,7962aa7bdca3c577f0f35a02420abbf4247c62a266fb81806e92f444ff4f78f8,59,8,12,7.38,11.86,0.0,eli (3); fog (2); istanbul (1); bakery (1),,low-frequency,needs-editorial-review
s1164,1,Travel and culture,An Unexpected Day in Athens,a182aa565d8aba1c13d556699921b600ea3986357debc615bfc7943a3e202124,58,8,9,7.25,12.07,1.72,yuki (4); athens (1); pots (1); guidebook (1),,low-frequency;very-low-frequency,needs-editorial-review
s1165,1,Travel and culture,An Unexpected Day in Rome,c895655a00f412810b6dc77559aed28ce205abe17b247288d2e9d685f13f759b,59,6,13,9.83,5.08,0.0,lina (2); bookshop (1),,low-frequency,needs-editorial-review
s1166,1,Travel and culture,An Unexpected Day in Lisbon,a1736272230821e0fc121c0d8a66714f3fefa66556b0bb46f82492524dd83943,60,8,11,7.5,10.0,0.0,noah (3); tram (2); lisbon (1),,low-frequency,needs-editorial-review
s1167,1,Travel and culture,An Unexpected Day in Reykjavik,c8f6bd469b3197c45f672ea43c967986e0363f7bfecf6a7bc5d270364af62562,63,7,13,9,1.59,1.59,reykjavik (1),,very-low-frequency,needs-editorial-review
s1168,1,Travel and culture,An Unexpected Day in Nairobi,908ffcd81ae906e18f83948eeedd7576a09fe70a162a8b3b98e1ec7e1366053f,57,6,14,9.5,7.02,0.0,mara (2); nairobi (1); notebook (1),,low-frequency,needs-editorial-review
s1169,1,Travel and culture,An Unexpected Day in Cape Town,83f3a18e513e591a220bfbd26c785044d0d946ad980393405076cdd5b3d9f430,55,8,10,6.88,5.45,0.0,sara (2); unsafe (1),,low-frequency,needs-editorial-review
s1170,1,Travel and culture,An Unexpected Day in Marrakech,1ec47d177f1a9215c36bd9f1783563f4963570d371d5c1c1244c0c883308dde2,55,8,8,6.88,9.09,1.82,faye (2); marrakech (1); fountain (1); stall (1),,low-frequency;very-low-frequency,needs-editorial-review
s1172,1,Travel and culture,An Unexpected Day in Lima,137fe93fc639382dfb76fe731278312d985ca3b8e28b71ebdbfb0779c0bdf3ba,58,7,11,8.29,8.62,0.0,ivan (3); lima (1); notebook (1),,low-frequency,needs-editorial-review
s1173,1,Travel and culture,An Unexpected Day in Buenos Aires,1f738247ca6c3dc7a2b432709b491e55ec42e080c3473bec3f983da9dd68314e,56,8,9,7,10.71,0.0,yuki (2); buenos (1); aires (1); daylight (1); practiced (1),,low-frequency,needs-editorial-review
s1174,1,Travel and culture,An Unexpected Day in Vancouver,99ddb23cf1f53ade6d6b9d66f2bf22d6d63eade2f22348b8c80bd4b1a6c3ee6a,59,7,14,8.43,11.86,0.0,lina (4); rode (2); thanked (1),,low-frequency,needs-editorial-review
s1175,1,Travel and culture,An Unexpected Day in New Orleans,7cb00186f5914f97217d80556db5d52deb970ce0bc6414056538e1cd134a214d,63,7,12,9,7.94,6.35,sora (4); bookshop (1),,low-frequency;very-low-frequency,needs-editorial-review
s1311,1,People and biography,Maya Maps the River,d647085b9ea46e53e9539b588393f3a61bf88fa76f4cc23cbcdf05e6a734a4e9,73,8,13,9.13,5.48,0.0,maya (3); chen (1),,low-frequency,needs-editorial-review
s1313,1,People and biography,Amina Saves Seeds,3bb7bf8f8b101e377a13c0dbdecbcfcab5416de389ab83c907df928a846978af,61,8,10,7.63,4.92,4.92,amina (2); okafor (1),,very-low-frequency,needs-editorial-review
s1314,1,People and biography,Luis Opens an Evening Class,a5ff6af8730fd1a9f724e2210c5ed39ae674e9df25656dd2f4987fba66cedb02,58,7,14,8.29,5.17,0.0,luis (1); ortega (1); practiced (1),,low-frequency,needs-editorial-review
s1315,1,People and biography,Hana Makes a Toy to Fix,6f9c1a46d8d140b564da6cbe4efde51e19691063e5e2c20832a1c174fe9a04d2,59,8,12,7.38,6.78,0.0,hana (3); mori (1),,low-frequency,needs-editorial-review
s1316,1,People and biography,Samir Plans a Clinic Visit,ec456f9ae6956943c2004b8bc0e3588f5c4378fa050a961739451cd0d91ef33b,57,7,11,8.14,7.02,0.0,samir (2); patel (1); helper (1),,low-frequency,needs-editorial-review
s1317,1,People and biography,Elena Builds Garden Beds,354cd4ebc5918caa2f7b01f6001393c319d14c822adcfc2a59036008f9e05344,57,6,13,9.5,5.26,0.0,elena (2); rossi (1),,low-frequency,needs-editorial-review
s1319,1,People and biography,Nora Listens to the Town,c646264a5eef23aaf572a0476a1424503db50a7a4d47a807a9a6256755878938,59,6,14,9.83,6.78,0.0,nora (2); hassan (1); aloud (1),,low-frequency,needs-editorial-review
s1321,1,People and biography,Inez Finds New Clay,f3892d2fd736b77ba5341c0a26ab184144b6b1b705f8fe6e132a9c4629a4981e,63,7,13,9,7.94,3.17,inez (2); silva (1); pots (1); inland (1),,low-frequency;very-low-frequency,needs-editorial-review
s1323,1,People and biography,Keiko Makes Room for More Stories,fc5b83e774395c6abcdca82d20b3338c707b8c1f7356b5524fd9a62bcc3f0246,59,6,13,9.83,3.39,3.39,keiko (2),,very-low-frequency,needs-editorial-review
s1325,1,People and biography,Sara Keeps the Right Parts,88ab6c8c4c1559ffa2c7a52839525ad8a5573505f4d7a4835ca2dec12269c320,66,9,10,7.33,7.58,1.52,sara (3); lind (1); repaired (1),,low-frequency;very-low-frequency,needs-editorial-review
s1326,1,People and biography,Theo Makes Room for Signs,268e336af9f6a7020fe345fce794f041958ed6412707948b50f1c6e02907659e,61,8,12,7.63,9.84,0.0,theo (4); interpreter (1); afterward (1),,low-frequency,needs-editorial-review
s1327,1,People and biography,Priya Checks the Well,5a71ec2c06a8503468ef0391bc92c82eed45c85e049187e1cd9b8559c9b7ae70,64,7,14,9.14,6.25,4.69,priya (3); das (1),,low-frequency;very-low-frequency,needs-editorial-review
s1329,1,People and biography,Yara Helps a Room Stay Cool,c318ce9b0b256ebeee8a82ec0711251f9cf39e2ec7fb7d93e83decf351c75236,69,8,12,8.63,10.14,7.25,yara (3); installer (2); nasser (1); dusty (1),,low-frequency;very-low-frequency,needs-editorial-review
s1330,1,People and biography,Finn Explains Court Words,90ebb8dc28c77a3a0b1ab5f3163efd5bd41a21474cf41de3692d62a9f2789261,66,7,12,9.43,6.06,1.52,finn (3); osei (1),,low-frequency;very-low-frequency,needs-editorial-review
s1467,1,Everyday life,The Two Red Socks,2796de586f24b8c079ec0fe21d68c0618c71b3860800b7bb4cc24f25f8ee19fd,65,9,11,7.22,7.69,0.0,sock (3); shakes (1); folds (1),,low-frequency,needs-editorial-review
s1478,1,Famous books,The Golden Goose and the Kind Son,2838c649061d798684dea7ace4b827d5a0cfadd6551f4d3d4c886bad0d098df0,62,8,13,7.75,8.06,0.0,traveler (2); goose (2); feathers (1),,low-frequency,needs-editorial-review
s1489,1,Fantasy/stories,The Pebble That Sang,f0eab812e536fa24ff78faab0cee7b8c2dc90aa2bdef0bd4c6ba1451f10982af,58,10,9,5.8,8.62,0.0,luca (3); sings (1); listens (1),,low-frequency,needs-editorial-review
s1490,1,Fantasy/stories,The Cloud in the Barn,f7161352abd7096cc23468608ca2beb88dd45b4ba8967039144df08d7761488a,71,12,9,5.92,9.86,0.0,nina (3); barn (2); kite (2),,low-frequency,needs-editorial-review
s1534,1,Science,The Seed Finds Down,0503f185b465f1c191e3b7434c59988ce4079eac63f5ebb61e8ad76764aa8291,68,9,13,7.56,7.35,0.0,jar (2); bent (2); bean (1),,low-frequency,needs-editorial-review
s1535,1,Science,The Echo by the Wall,9132bb59de7e703ec8393dafbdb286d3bfde0b94d96a4aef69ead181b322462c,58,7,10,8.29,12.07,0.0,mia (2); clapped (2); farther (2); clap (1),,low-frequency,needs-editorial-review
s1611,1,Fantasy/stories,A Room Inside Mina's Coat,1acf97ddfc9780ce31601a590283a85a614ffdcdb8695395e6b57cc83a12aa38,54,8,10,6.75,7.41,0.0,mina (3); closes (1),,low-frequency,needs-editorial-review
s1615,1,History,Marks in Wet Clay,25bd030328dd3e59864c362ab77b3068f7f71d29bd1651805ec60c9fd584e9ce,47,6,10,7.83,2.13,2.13,mesopotamia (1),,very-low-frequency,needs-editorial-review
s1616,1,Science,The Cup That Sweats,9f43ab603e8a391e887a508c169596693bb47d6e48ab056632514a521e4d8f28,42,6,9,7,7.14,4.76,aya (2); wipes (1),,low-frequency;very-low-frequency,needs-editorial-review
s1617,1,Famous books,Peter Comes Home,ffe18a8f90b2613b90a8e2886b08cbb3b3eb2dfcaa50f3b1521319b6c77f59a2,48,7,11,6.86,6.25,2.08,eats (1); mcgregor (1); chamomile (1),,low-frequency;very-low-frequency,needs-editorial-review
s1618,1,Mystery and adventure,A Kitten Behind the Wall,b890bfe0d77eb52d53849bbbcf6fc4c97f3d297ef2e3540835238ab6a0e9dbcf,67,11,8,6.09,7.46,0.0,kitten (3); hears (1); hangs (1),,low-frequency,needs-editorial-review
s1619,1,Travel and culture,Breakfast at the River Stop,c353ff6316a17156a16bde0be66df4f7d928c1f424e969a95cf0010a77d4967f,46,7,10,6.57,8.7,0.0,nora (2); smiles (2),,low-frequency,needs-editorial-review
s1620,1,People and biography,Lena Fixes Small Things,c54809edc1f11535cbd4babf5fa5595ae5ede666ee45ed359bc74e3354736f29,50,7,11,7.14,8.0,0.0,lena (2); lamps (1); listens (1),,low-frequency,needs-editorial-review
s1711,1,Fantasy/stories,A Star in the Bread Tin,49aaba98ac9f57dd5a50b32d564c45620c63dc43201b6b79bf0e6979669b5420,50,7,12,7.14,4.0,4.0,lio (2),,very-low-frequency,needs-editorial-review
s1713,1,World affairs,One Ramp for the Hall,11befc4c72257510eacf71b99df54efe153e2a39b6f0e9480f277756ce8c871e,60,8,10,7.5,8.33,3.33,ramp (3); wheelchairs (1); strollers (1),,low-frequency;very-low-frequency,needs-editorial-review
s1717,1,Famous books,Heidi Returns to the Mountain,54427adc7e2fcb9c1621bbd3e25954ab7be38f4e4900c48f111aa73c231e753c,53,6,16,8.83,9.43,0.0,clara (3); heidi (2),,low-frequency,needs-editorial-review
s1718,1,Mystery and adventure,Mud on the Clean Floor,486d0a17885227ebed4924b4aad13b6a30523534b1f6a6ae385fb1191e8975e3,53,7,10,7.57,5.66,0.0,hana (2); cleans (1),,low-frequency,needs-editorial-review
s1719,1,Travel and culture,A Seat by the Small Harbor,238c9498afa1a28a448af4a5cbddf4edbb35228d12d1375ec78a96627ec84fc7,58,8,14,7.25,8.62,0.0,eli (4); buys (1),,low-frequency,needs-editorial-review
s1817,1,Famous books,Mary Opens the Secret Garden,1673f0fdf769f6bf0b1470ed910713e9e5ef3de1e14d184ca8aef66c8e053d34,46,6,11,7.67,2.17,2.17,dickon (1),,very-low-frequency,needs-editorial-review
s1912,1,Nature and animals,A Turtle Comes Up for Air,116c6e0b42458c660213bad747804b4a23b0248f8f4e523b01892ea953116acd,53,8,9,6.63,9.43,0.0,turtle (2); swims (2); lays (1),,low-frequency,needs-editorial-review
s1914,1,Everyday life,The Blue Sock on the Stairs,c75ebf569182765cd0770bec411fb1e716ff4ee81ecc60591b75a0d301975533,44,6,12,7.33,9.09,0.0,sock (2); hana (2),,low-frequency,needs-editorial-review
s1917,1,Famous books,Peter Hides in the Watering Can,5f2c7fe6a4ef497c094fd85593efa59c4b89c858b02c69bc22db307798b75cc5,53,8,11,6.63,13.21,1.89,mcgregor (2); jumps (2); watering (1); sneezes (1); hears (1),,low-frequency;very-low-frequency,needs-editorial-review
s2001,1,Everyday life,A Cup for Two,ae58109fa7141a385b25674742672fcaf7877539d60b0cfd0d3e7eb980e178c9,44,10,8,4.4,11.36,0.0,mia (3); smiles (2),,low-frequency,needs-editorial-review
s2005,1,Nature and animals,A Duck Comes Back,1f6bec8b7e00b7490b593888867f5609c5c1606c2e912b85fa9e801ef275dd00,44,8,8,5.5,9.09,0.0,ducks (2); hears (1); jumps (1),,low-frequency,needs-editorial-review
s2006,1,Everyday life,A Place at the Table,ecc79263dc79a0363a743cf1aa67382cbfc76a378556d81c2d924f285b8476dd,48,9,9,5.33,6.25,0.0,nina (2); hers (1),,low-frequency,needs-editorial-review
s2007,1,Mystery and adventure,Where Is the Key?,5a7a04b31945bca67ccc2c10db444fa99f9f67000c84306c1e0e7bd4cb28f32c,47,11,6,4.27,2.13,0.0,smiles (1),,repeated-sentence,needs-editorial-review
s2009,1,Nature and animals,The Little Fish,4f46cd6fe7e706f805c935073515bfbef05a34b4d6aa9254e35e0cd5ed6a9aad,43,8,7,5.38,6.98,0.0,swims (2); waits (1),,low-frequency,needs-editorial-review
s2011,1,Everyday life,The Blue Umbrella,94f278a6de2276fb79d93fd5be756b81c04af56f2530c42d0b33b97d3afbfd85,49,9,8,5.44,8.16,0.0,emi (2); umbrella (2),,low-frequency,needs-editorial-review
s2012,1,Nature and animals,A Bird at the Window,d1cd1af68aea03bd50cf9f34e0e62c8cf73f4b5f0deac5cba5fdcea5cc66b809,47,7,10,6.71,6.38,0.0,jumps (1); smiles (1); eats (1),,low-frequency,needs-editorial-review
s2014,1,Mystery and adventure,The Wet Marks,d5eecf5c5e3ad0937b8489893559ab219751c5b88b9fb8d8e52e9a754f417421,43,9,7,4.78,4.65,2.33,towel (1); wags (1),,very-low-frequency,needs-editorial-review
s2015,1,Travel and culture,Lia Takes the Train,a7261703f29f56e390a61ec7a85ecb2075deb88950158bc83e8d2a1c979b86c9,47,7,9,6.71,6.38,4.26,lia (2); eats (1),,low-frequency;very-low-frequency,needs-editorial-review
s2016,1,Everyday life,A Note in the Lunch Box,fbeaa5039578151c6945cdacbed3a148a59311ac8a6ccf25e89a7dc3b8982341,45,7,9,6.43,6.67,0.0,jun (3),,low-frequency,needs-editorial-review
s2017,1,Nature and animals,The Slow Snail,65de4e8264701512204efc8e267420cd5f32d56257cc00eb59cc7dd082b9a125,49,8,12,6.13,6.12,0.0,snail (3),,low-frequency,needs-editorial-review
s2021,1,Everyday life,The Warm Soup,0d71a05b177f3ca24cce3729507aa48a63ee7c77e331cbcb9601b776a9184797,44,7,9,6.29,9.09,0.0,ana (2); stove (1); carrots (1),,low-frequency,needs-editorial-review
