# level|topic index|title|text|sourceWork (classics only)
2|5|A Longer Paper Strip|In this imagined experiment, Fay makes two paper rings. One uses a short strip. The other uses a long strip. She rolls them across a table. The large ring falls first. Fay notices that its join is loose. She fixes the join before testing again. Size may not be the only difference.
2|5|Counting the Bounces|In this imagined experiment, two friends drop a ball. They count its bounces on the floor. Their answers are different. One friend misses a very small bounce at the end. They agree to count only bounces above a mark. Then they try again using the same rule.
2|5|The Cup with a Lid|In this imagined experiment, Eli leaves water in two cups. He puts a lid on one cup. He marks the water level on both. After several days, he checks the marks. The open cup has less water. Eli writes down the result. He does not know exactly how much water is missing.
2|5|A Magnet and a Box|In this imagined experiment, Ava tests a magnet with things from a box. A paper clip moves toward it. A wooden button does not. She makes two groups. Then she finds a metal object that does not move. Ava changes her note. The magnet does not pull every metal object she has.
2|5|The Bent Paper Plane|In this imagined experiment, a paper plane keeps turning left. Sam notices that one wing is bent. He makes the wings more alike. The next flight is straighter. Sam tries three more times. He wants to know if the change helped or if one good flight was just lucky.
2|6|Meat beneath the Tree|A crow holds some meat in a tree. A fox praises the crow's feathers. Then he asks to hear its beautiful voice. The crow opens its mouth to sing. The meat falls, and the fox takes it. The crow has learned something about praise, but has lost its lunch.|Aesop: The Fox and the Crow
2|6|The Race past the Sleeping Hare|A hare laughs at a slow tortoise. They agree to race. The hare runs far ahead and stops to sleep. The tortoise keeps walking. When the hare wakes, it is almost too late. He runs quickly, but the tortoise reaches the end first. The race needed more than speed.|Aesop: The Hare and the Tortoise
2|6|The Dog's Second Dinner|A dog carries meat across a bridge. He sees his own shape in the water. He thinks another dog has more meat. He opens his mouth to take it. His own meat falls into the stream. The shape disappears in the moving water. The dog leaves the bridge with nothing.|Aesop: The Dog and the Shadow
2|6|The Bell No Mouse Can Carry|Some mice want to hear the cat coming. One mouse suggests putting a bell around its neck. Everyone likes the idea. Then an older mouse asks who will put the bell on the cat. The room becomes quiet. Having a good plan and being able to do it are different things.|Aesop: The Mice in Council
2|6|The Leaf That Carried an Ant|An ant falls into water. A dove drops a leaf nearby. The ant climbs onto it and reaches land. Later, a man tries to catch the dove. The ant bites his foot. He moves, and the dove flies away. The ant has found a way to return the bird's help.|Aesop: The Ant and the Dove
2|7|The Sound in the Empty Room|We hear music in an empty room. The radio is off. The window is closed. My cousin follows the sound to a drawer. An old birthday card is inside. Something is holding it open. He closes the card, and the music stops. We put it on a shelf where it can stay closed.
2|7|The Missing Cake Corner|A corner of our cake is missing. My little sister says she did not eat it. I notice cake on a small plate in the kitchen. Dad cut a piece to check the middle. He has not tasted it yet. We share that piece while the rest of the cake cools.
2|7|Footprints toward the Shed|There are muddy footprints by the shed. They are much bigger than my brother's feet. I think someone visited during the night. Then my brother comes outside in Dad's boots. He used them to get his ball. He points to the ball by the door. The strange visitor lives with us.
2|7|A Page That Whistles|My book makes a soft sound when I turn one page. I look between the pages. A thin strip of grass is inside. My friend put it there as a marker after our picnic. Air moves past it when I turn the page quickly. I replace it with a paper marker.
2|7|The Warm Bench Mystery|One bench in the park feels warm. The bench next to it feels cool. Both are empty. I look up. The first bench is in the sun. The second is under a tree. My friend arrives and chooses the cooler bench. I tell her about my very short investigation.
2|8|The Platform on the Other Side|I wait for a train in a new town. A worker checks my ticket. My train leaves from the other platform. He shows me the footbridge. I still have ten minutes. I walk over and find the right sign. This time, I read the destination before sitting down.
2|8|A Word on the Menu|A cafe menu has a word I do not know. I point to it and ask the server. She describes the dish with simple words. It has beans and tomatoes. I order it and enjoy it. I write the new word on my map so I can ask for the dish again.
2|8|The Museum's Small Door|At a museum, I see a small door beside a large one. I think it is part of the display. A worker opens it to take out a chair. We both laugh. He tells me which doors belong to the exhibition. I look more carefully before taking another photograph.
2|8|A Song from the Square|Music comes from a square near my hotel. I follow it and find a group playing outside. I stand at the back. Someone moves aside so I can see. I listen to three songs. I do not know their names, but I remember the tune on my walk home.
2|8|The Market Bag I Can Carry|At a market during a trip, I want to buy a large bowl. Then I remember the long walk to the station. I choose a small cup instead. The seller wraps it carefully. At home, I use the cup every morning. It brings back the market without filling my whole kitchen.
2|9|Nell's First Repair|Nell is a fictional character. She learns to repair clothes from her uncle. Her first pocket is crooked. Her uncle can still put his hand inside it. Nell tries another pocket on an old coat. This one is straighter. She keeps the first coat to remember where she began.
2|9|The Driver Who Learned Names|This is a fictional life story. Paul starts driving a village bus. At first, he knows the stops but not the passengers. One woman tells him her name. Other passengers do the same. After a month, the route feels different. The stops are now places where familiar people get on.
2|9|Iris and the Empty Stage|Iris is a fictional character. She cleans a small theater after work. One evening, she tries saying a line on the empty stage. The manager hears her. He invites her to a reading group. Iris goes every week. She still cleans the theater, but now she knows how it feels to stand in the light.
2|9|A Gardener's First Winter|This is a fictional life story. Leo gets a job in a garden in summer. Winter surprises him. There are fewer flowers, but there is still work. He cleans tools and learns the paths. In spring, he can find every bed. The quiet months helped him learn the place.
2|9|The Girl Who Kept Receipts|This is a fictional life story. Mina helps at her family's shop. She likes putting receipts in date order. Years later, she manages the shop's records. A customer asks about an old order. Mina finds it quickly. The small task she enjoyed as a child has become a useful skill.
3|0|The Shop for Lost Echoes|In a hidden street, a woman sells lost echoes. Most customers want an old laugh or a favorite song. One day, a boy asks for silence. The woman opens an empty box and listens with him. Neither speaks. Before he leaves, the boy says it was exactly what he needed. She gives him the box without charging him.
3|0|The Dragon's Small Apron|A young dragon wants to help in a bakery. His fire is too strong for bread, and his wings knock over bowls. The baker gives him a different job. He carries warm rolls to the tables in a basket. His new apron is too small, but he wears it proudly. No one needs him to bake everything himself.
3|0|A Staircase for the Stars|Lena paints a staircase on her bedroom wall. That night, little stars climb down it. They look around her room and ask for directions to the garden. Lena opens the window. Before dawn, the stars come back with flowers in their hands. She paints a small gate beside the staircase so they can find the garden next time.
3|0|The River's Forgotten Name|A magic river forgets its own name. People on one bank use one name, while people on the other use another. A traveler writes both names on a stone. The river reads them and feels better. It does not have to choose. It carries water past the stone, answering to either name when someone calls.
3|0|The Clock That Waited|A magic clock stops whenever its owner is afraid. This makes her late for every new activity. Before her first music lesson, she asks the clock to keep going. Its hands shake, but they move. She arrives on time and plays one wrong note. The clock keeps ticking. So does the lesson.
3|1|The Nest beyond the Glass|A family watches birds build a nest outside a window. They keep the window closed and watch from inside. The youngest child wants a closer picture. Her father helps her draw what she can already see instead. The drawing is not perfect, but it shows the nest's shape. They leave space on the page for changes they notice later.
3|1|The Fallen Branch Survey|After a windy night, two neighbors walk through a garden. They find a branch across a path. Before moving it, they notice small holes in the wood. They photograph the holes and record where the branch fell. They cannot identify what made them. Their notebook ends with a question, leaving room for an answer another day.
3|1|The Patient Animal Sketch|A student tries to draw a dog in the park. Every time she starts, the dog moves. She stops trying to finish one perfect picture. Instead, she draws several quick shapes on the page. At home, the shapes remind her how the dog moved. An unfinished drawing can still record something useful.
3|1|Seeds in Separate Envelopes|After a garden walk, Lucy puts some fallen seeds in separate envelopes. She writes where she found each group. A week later, she cannot remember which tree stood beside the gate. Her notes are not detailed enough. Next time, she adds a simple map. Collecting things is easier than remembering their exact place.
3|1|The Change in the Bird Count|On Monday, Amir counts six birds near his window. On Tuesday, he counts only two. He thinks the others have left. Then he notices that he watched much earlier on Tuesday. He decides to watch at the same time tomorrow. Two counts can be different for more than one reason.
3|2|The Library Cart Trial|In this fictional town, some residents live far from the library. A librarian takes a small book cart to their street once a week. At first, she brings only novels. Residents also ask for picture books and gardening books. She changes the cart's contents. The service becomes more useful when people help decide what it carries.
3|2|A Playground with a Quiet Corner|In this fictional example, a neighborhood plans a playground. Several children ask for a place away from the noise. Adults add a quiet corner with seats and shade. It does not replace the climbing area. Children can choose where to spend their time. The planners learn that one space does not have to offer everyone the same activity.
3|2|The Evening Repair Table|In this fictional community, volunteers repair small household objects on Saturdays. People who work that day cannot attend. The volunteers try one evening session. Fewer people come, but several are new visitors. The group considers keeping it. A smaller event may still reach people whom the larger event misses.
3|2|The Market Map Vote|In this fictional market, sellers disagree about a new map. Food stalls want to be at the top. Craft stalls want the same thing. A customer suggests arranging the map by location instead. Visitors test a draft by finding three stalls. The sellers use those results to improve it, rather than voting on who deserves the best position.
3|2|A Crossing near the Hall|In this made-up example, residents want a safer route to a community hall. One person suggests a new crossing. Another asks about the broken light beside the current crossing. The group records both concerns and sends them to the town office. They do not assume that one change will solve every problem on the route.
3|3|The Recipe on a Sticky Note|I find a recipe on a sticky note inside a cookbook. It says to add two cups, but it does not name the ingredient. I call my aunt, who wrote it. She laughs and says flour. I rewrite the whole recipe before cooking. A note that is clear to one person can be a puzzle for another.
3|3|The Neighbor's Spare Key|My neighbor gives me a spare key before her holiday. I put it in a small envelope with her name. When she calls about a plant she forgot to water, I know where to find it. After she returns, I give the key back. I keep the empty envelope for the next time she travels.
3|3|The Chair That Scraped|My chair makes a loud noise whenever I move it. I hardly notice until my downstairs neighbor mentions it. I put soft pads under its legs. The next morning, the chair moves quietly. I ask my neighbor if it helped. She smiles and says breakfast sounds much more peaceful now.
3|3|A Different Route to Work|Road work closes my usual route to the office. I leave early and follow a side street. There is a small bakery I have never noticed. I buy a roll and still arrive on time. When the road opens again, I sometimes take the longer route. A temporary problem has added something pleasant to my morning.
3|3|The Photo We Almost Deleted|My cousin takes a family photograph, but everyone looks in a different direction. We plan to delete it after taking a better one. Then my grandmother starts laughing at our expressions. We keep both photographs. The neat picture shows our faces clearly. The other one reminds us what that afternoon actually felt like.
3|4|The Watchmaker's Waiting Chair|This fictional story is set in an old workshop. A watchmaker repairs clocks while customers stand near his table. Their shadows block his light. His apprentice moves a chair beside the window. Customers sit there and tell their stories. The watchmaker can see his work again, and the waiting room becomes more comfortable.
3|4|The Seam in the Sail|This fictional story is set long ago. A sailmaker teaches her son to check every seam before delivery. He wants to finish quickly, but a loose thread catches his finger. They open that section and sew it again. The customer never sees the mistake. The son understands why careful checking happens before a finished sail leaves the shop.
3|4|The Innkeeper's Pebble Count|This fictional story is set long ago. An innkeeper uses pebbles to count empty beds. A pebble moves into a bowl whenever a guest arrives. One evening, a helper moves two pebbles for one family sharing a bed. They check the rooms and correct the count. Afterward, they agree to count beds rather than guests.
3|4|The Letter Carrier's Shortcut|This fictional story is set long ago. A letter carrier takes a narrow path to save time. After rain, the path becomes muddy. He arrives later than usual with dirty boots. The next day, he uses the longer stone road. He learns that the shortest line on his map is not always the quickest way to travel.
3|4|The Weaver's Color Note|This fictional story is set in an old weaving room. A customer orders cloth with a blue border. The weaver's helper remembers green. Neither wants to trust memory alone. They find a small sample attached to the order. It is blue. The helper begins keeping samples with every order he writes.
3|5|The Stopwatch Argument|In this imagined experiment, friends time a toy car on a slope. One starts the watch when a hand moves. Another starts when the car moves. Their results differ. They agree on the exact start and finish points, then repeat the test. Comparing measurements is easier when everyone measures the same event.
3|5|The Wet Cloth Comparison|In this imagined experiment, Juno hangs two wet cloths in different places. One dries sooner. She first thinks the location caused the difference. Then she notices that one cloth was much wetter at the start. She plans another test with matching cloths and equal amounts of water. Her first result gives her a better question.
3|5|The Quiet Phone Box|In this imagined test, a ringing phone sits inside a cardboard box. Students add cloth around it and listen again. The sound seems softer, but they are standing farther away. They mark one listening place on the floor. Repeating the test from that spot makes their comparison more useful.
3|5|A Plant Label Mix-Up|In this imagined experiment, two plants receive different amounts of water. A student accidentally switches their labels. She cannot tell which plant received more. Instead of guessing, she marks the results as uncertain. She starts a new record with labels attached to the pots. Losing an answer teaches her to protect the information behind it.
3|5|The Long Straw Bridge|In this imagined experiment, a class builds bridges from drinking straws. One bridge holds many coins, but uses twice as many straws as the others. The class decides to compare bridges with the same number of straws next. The first bridge is strong. That alone does not show which design uses its materials best.
3|6|The Country Mouse Goes Home|A country mouse visits a town mouse. The food is rich and plentiful. Just as they begin to eat, a noise sends them running. They return, but another interruption frightens them. The country mouse decides to leave. Simple food at home seems better than a feast that must be eaten in fear.|Aesop: The Town Mouse and the Country Mouse
3|6|The Jar with the Narrow Neck|A fox serves food to a crane on a flat plate. The crane's long bill makes eating difficult. Later, the crane serves food in a narrow jar. Now the fox cannot reach it. The fox experiences the kind of welcome he offered. A meal is not generous if a guest cannot eat it.|Aesop: The Fox and the Crane
3|6|The Crowded Hand|A boy puts his hand into a jar of nuts. He takes a large handful, then finds that his fist will not fit through the opening. He refuses to let any nuts go. Someone suggests taking fewer. When he opens his hand a little, he can pull it out. He gains something by giving up part of it.|Aesop: The Boy and the Filberts
3|6|The Star Watcher's Step|A man walks at night while looking closely at the stars. He is so busy watching the sky that he falls into a hole. Someone hears him and comes to help. The helper asks why he studies distant things but ignores the ground beside him. Looking far ahead does not remove the need to notice the next step.|Aesop: The Astronomer
3|6|The Crab's Walking Lesson|A mother crab tells her young crab to walk straight instead of sideways. The young crab asks her to demonstrate. She tries, but she also moves sideways. Her lesson fails because she cannot do what she demands. Before teaching the young crab another rule, she has something to learn about herself.|Aesop: The Crab and Its Mother
3|7|The Key in the Freezer|Our spare key disappears after a shopping trip. We search the bags and the car. My father remembers carrying the key with a packet of frozen peas. We open the freezer. The key is beside the peas. Following the order of his actions works better than looking in random places.
3|7|The Repeated Doorbell|Our doorbell rings, but nobody is outside. A minute later, it rings again. My sister watches from the window while I wait by the door. She notices a delivery bag pressing against the button whenever the wind moves it. We shift the bag. The mysterious visitor does not return.
3|7|The Light in the Empty Tent|During a garden camping party, an empty tent begins to glow. We think someone has left a torch inside. When we open it, we find a small reading lamp under a pillow. Its timer has switched it on. The tent has no secret guest, just a lamp that remembered bedtime.
3|7|The Mark on Every Envelope|Our letters arrive with the same small blue mark. I wonder if it is a new postal sign. Then I see blue ink on the edge of our letter box. Someone painted it recently. I place a blank piece of paper inside and pull it out. It has the mark too.
